catalog,vizier_source,vizier_table,recno,XMMXCS,Name,RAJ2000,DEJ2000,Counts,z,r_z,n_z,TX,e_TX,E_TX,OName,n_zoo,zoo,L500,e_L500,E_L500,R500,e_R500,E_R500,L200,e_L200,E_L200,R200,e_R200,E_R200,Simbad,RA_deg,Dec_deg
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,471,J221107.2-165703.0,J2211.1-1657,332.78,-16.950833,491.9,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,332.78,-16.950833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,472,J221133.8-170602.7,J2211.5-1706,332.890833,-17.10075,218.3,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,332.890833,-17.10075
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,473,J221136.0-165738.3,J2211.5-1657,332.9,-16.960639,158.9,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,332.9,-16.960639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,474,J221559.6-173816.2,J2215.9-1738,333.998333,-17.637833,406.2,1.46,Spec,spec,4.3,1.2,3.2,CFHTLS CL J221558-173757,NXS,s,6.755,6.384,6.109,236,54,79,7.206,6.535,6.224,359,83,120,Simbad,333.998333,-17.637833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,475,J221656.6-172527.2,J2216.9-1725,334.235833,-17.424222,54999.6,0.14,Lit,spec,3.2,0.1,0.1,RBS 1842,dss,na,4.437,1.936,2.953,776,6,6,4.787,2.285,7.819,1177,10,10,Simbad,334.235833,-17.424222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,476,J222818.2-053403.4,J2228.3-0534,337.075833,-5.567611,240.4,0.45,NXS,phot,3.7,0.9,1.4,,NXS,s,2.638,1.937,0.371,594,91,120,3.637,2.936,2.571,902,138,183,Simbad,337.075833,-5.567611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,477,J222818.7-050752.8,J2228.3-0507,337.077917,-5.131333,129.8,1e+20,NXS,phot,1e+20,1e+20,1e+20,BLOX J2228.3-0507.8,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,337.077917,-5.131333
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,478,J223520.4-255742.1,J2235.3-2557,338.835,-25.961694,1285.9,1.39,Lit,spec,9.0,1.5,2.3,1WGA J2235.3-2557,dss,na,4.504,1.664,3.074,348,34,46,7.936,0.997,1.144,528,52,70,Simbad,338.835,-25.961694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,479,J223852.3-202612.2,J2238.8-2026,339.717917,-20.436722,306.0,0.35,NXS,phot,1.8,0.2,0.4,,NXS,g,0.422,0.084,0.128,446,27,47,0.529,0.116,0.158,677,41,72,Simbad,339.717917,-20.436722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,480,J223924.4-054717.9,J2239.4-0547,339.851667,-5.788306,2241.1,0.24,Lit,spec,2.8,0.2,0.2,WARP J2239.4-0547,dss,na,1.083,0.077,0.083,631,22,21,1.236,0.105,0.115,957,33,33,Simbad,339.851667,-5.788306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,481,J223934.0-060017.5,J2239.5-0600,339.891667,-6.004861,486.8,0.17,Lit,spec,1.4,0.2,0.3,WARP J2239.5-0600,dss,na,0.066,1e+20,1e+20,463,102,164,0.07,1e+20,1e+20,703,155,249,Simbad,339.891667,-6.004861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,482,J223939.3-054327.4,J2239.6-0543,339.91375,-5.724278,2496.7,0.24,Lit,spec,2.8,0.2,0.2,WARP J2239.6-0543,dss,na,0.971,0.382,0.762,631,25,28,1.097,0.508,2.246,958,38,42,Simbad,339.91375,-5.724278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,483,J224113.5+032832.5,J2241.2+0328,340.30625,3.475694,154.2,0.19,NXS,phot,1.4,0.2,0.5,,NXS,s,0.313,0.242,0.041,444,34,81,0.313,0.242,0.039,674,52,123,Simbad,340.30625,3.475694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,484,J225635.4-363159.5,J2256.5-3631,344.1475,-36.533194,65.8,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,344.1475,-36.533194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,485,J230247.7+084355.9,J2302.7+0843,345.69875,8.732194,323.9,0.72,Lit,spec,6.2,0.6,0.8,WARP J2302.8+0843,NXS,g,4.034,0.427,3.168,589,30,41,6.239,1.702,3.681,894,46,63,Simbad,345.69875,8.732194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,486,J231805.4-423542.2,J2318.0-4235,349.5225,-42.595056,2166.9,0.21,Lit,spec,1.8,0.1,0.3,400d J2318-4235,dss,na,0.189,0.092,0.201,516,13,47,0.231,0.134,0.528,782,20,72,Simbad,349.5225,-42.595056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,487,J231852.3-423147.6,J2318.8-4231,349.717917,-42.529889,1707.4,0.11,Spec,spec,0.86,0.03,0.03,,dss,na,0.022,1e+20,1e+20,365,8,7,0.021,1e+20,1e+20,365,8,7,Simbad,349.717917,-42.529889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,488,J232124.6+194514.8,J2321.4+1945,350.3525,19.754111,4232.6,0.4,NXS,phot,3.7,0.2,0.2,,NXS,g,3.172,2.776,0.096,628,19,23,4.013,3.618,2.592,953,29,35,Simbad,350.3525,19.754111
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,489,J232152.6+195334.9,J2321.8+1953,350.469167,19.893028,436.4,0.3,NXS,phot,4.1,1.2,1.7,,NXS,s,0.419,0.302,0.161,744,133,166,0.743,0.625,0.497,1128,203,252,Simbad,350.469167,19.893028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,490,J232156.0+193807.8,J2321.9+1938,350.483333,19.6355,87.1,0.42,NXS,phot,2.5,0.6,1.1,,NXS,s,0.121,0.042,0.051,497,70,116,0.148,0.057,0.075,754,106,176,Simbad,350.483333,19.6355
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,491,J232221.3+193855.0,J2322.3+1938,350.58875,19.648611,472.2,0.23,NXS,phot,1.7,0.2,0.3,,NXS,g,0.125,0.061,0.031,489,29,44,0.157,0.093,0.066,741,44,67,Simbad,350.58875,19.648611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,492,J232231.6+195043.8,J2322.5+1950,350.631667,19.8455,157.4,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,350.631667,19.8455
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,493,J232536.2-544354.5,J2325.6-5443,351.400833,-54.731806,566.0,0.1,Lit,spec,1.8,0.3,0.4,400d J2325-5443,dss,na,0.044,1e+20,1e+20,559,52,75,0.042,1e+20,1e+20,559,52,75,Simbad,351.400833,-54.731806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,494,J232925.9+052624.1,J2329.4+0526,352.357917,5.440028,294.8,0.37,Lit,phot,2.6,0.9,1.7,NSCS J232926+052539,dss,na,1.01,0.28,0.274,535,111,179,2.034,0.701,0.791,812,168,272,Simbad,352.357917,5.440028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,495,J233227.5+195822.1,J2332.4+1958,353.114583,19.972806,359.4,0.27,Lit,phot,3.2,0.8,1.0,SEXCLAS 19,dss,na,0.684,0.48,0.578,669,95,114,0.979,0.775,1.493,1015,144,173,Simbad,353.114583,19.972806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,496,J233537.0+021738.1,J2335.6+0217,353.904167,2.293917,267.9,0.39,Lit,spec,5.8,2.2,7.0,WARP J2335.6+0217,dss,na,0.263,0.082,0.105,822,199,465,0.269,0.082,0.103,1247,302,706,Simbad,353.904167,2.293917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,497,J233757.0+271121.0,J2337.9+2711,354.4875,27.189167,1731.6,0.12,Lit,spec,3.4,0.4,0.6,ABELL 2634:[SM98] 02,dss,na,0.479,0.053,0.144,803,65,80,0.481,0.054,0.155,1218,98,122,Simbad,354.4875,27.189167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,498,J233935.4-121419.1,J2339.5-1214,354.8975,-12.238639,846.4,0.53,NXS,phot,3.0,0.4,0.5,,NXS,s,2.596,0.352,0.291,484,40,48,2.885,0.364,0.302,733,61,73,Simbad,354.8975,-12.238639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,499,J233949.8-121306.3,J2339.8-1213,354.9575,-12.218417,368.6,0.49,NXS,phot,1.8,0.1,0.3,,NXS,g,0.969,0.122,0.128,383,14,31,1.07,0.128,0.133,581,21,48,Simbad,354.9575,-12.218417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,500,J235352.9-151307.8,J2353.8-1513,358.470417,-15.218833,513.8,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,358.470417,-15.218833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,501,J235537.0+055129.0,J2355.6+0551,358.904167,5.858056,336.9,1e+20,NXS,phot,1e+20,1e+20,1e+20,ZwCl 2353.2+0535,NXS,g,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,358.904167,5.858056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,502,J235708.6-241449.2,J2357.1-2414,359.285833,-24.247,248.3,0.59,Spec,spec,7.4,2.5,5.9,,NXS,g,4.955,1.959,1.863,762,161,302,8.175,4.705,7.102,1156,245,459,Simbad,359.285833,-24.247
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,503,J235730.2-242908.9,J2357.5-2429,359.375833,-24.485806,96.3,0.67,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,359.375833,-24.485806
