catalog,vizier_source,vizier_table,recno,XMMXCS,Name,RAJ2000,DEJ2000,Counts,z,r_z,n_z,TX,e_TX,E_TX,OName,n_zoo,zoo,L500,e_L500,E_L500,R500,e_R500,E_R500,L200,e_L200,E_L200,R200,e_R200,E_R200,Simbad,RA_deg,Dec_deg
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,163,J073605.8+433910.2,J0736.0+4339,114.024167,43.652833,1869.1,0.43,LRG,spec,4.5,0.6,0.8,,NXS,g,2.693,0.245,0.181,686,52,67,3.528,0.356,0.28,1040,79,101,Simbad,114.024167,43.652833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,164,J074232.8+651704.5,J0742.5+6517,115.636667,65.284583,142.1,0.17,Lit,spec,3.2,1.4,3.2,RIXOS F234_505,dss,na,0.113,1e+20,1e+20,732,207,361,0.107,1e+20,1e+20,732,207,361,Simbad,115.636667,65.284583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,165,J074603.6+305244.5,J0746.0+3052,116.515,30.879028,457.1,0.22,LRG,spec,2.4,0.4,0.4,,DR7,s,0.73,0.185,0.205,592,61,57,1.183,0.387,0.448,897,93,87,Simbad,116.515,30.879028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,166,J074725.2+310146.5,J0747.4+3101,116.855,31.029583,149.1,0.41,DR7,phot,1.0,0.1,0.1,,DR7,s,0.359,0.209,0.093,299,22,19,0.36,0.122,0.285,453,34,30,Simbad,116.855,31.029583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,167,J075053.1+500316.7,J0750.8+5003,117.72125,50.054639,255.6,0.42,LRG,spec,3.9,1.0,1.7,,DR7,s,2.238,1.474,0.533,637,103,147,4.108,3.344,1.952,966,156,223,Simbad,117.72125,50.054639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,168,J075427.8+220950.9,J0754.4+2209,118.615833,22.164139,284.2,0.4,LRG,spec,4.7,1.3,2.4,,NXS,g,1.209,0.423,0.993,792,162,229,1.232,0.423,0.989,1201,246,348,Simbad,118.615833,22.164139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,169,J075724.8+392047.7,J0757.4+3920,119.353333,39.346583,200.9,0.1,LRG,spec,1.4,0.1,0.2,ABELL 0607,DR7,s,0.182,0.037,0.043,487,20,49,0.312,0.074,0.092,739,30,75,Simbad,119.353333,39.346583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,170,J075839.1+351939.7,J0758.6+3519,119.662917,35.327694,569.9,0.17,LRG,spec,1.6,0.4,0.4,,DR7,s,0.25,0.213,0.139,497,70,65,0.447,0.41,0.335,754,107,99,Simbad,119.662917,35.327694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,171,J080612.6+152309.0,J0806.2+1523,121.5525,15.385833,68.6,0.41,Spec,spec,2.0,0.5,0.7,,NXS,s,0.192,0.083,0.054,438,61,80,0.287,0.155,0.129,665,93,121,Simbad,121.5525,15.385833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,172,J080633.7+153208.6,J0806.5+1532,121.640417,15.535722,191.5,0.28,LRG,spec,1.4,0.1,0.2,,NXS,s,0.162,0.102,0.132,413,23,34,0.269,0.186,0.134,627,35,52,Simbad,121.640417,15.535722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,173,J080712.8+152701.5,J0807.2+1527,121.803333,15.450417,1137.5,0.11,NXS,phot,1.7,0.3,0.5,MaxBCG J121.81094+15.45007,NXS,g,0.03,0.022,0.039,536,49,87,0.04,0.032,0.079,813,75,132,Simbad,121.803333,15.450417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,174,J081918.6+705457.5,J0819.3+7054,124.8275,70.915972,1324.2,0.23,Lit,spec,3.0,0.6,0.8,WARP J0819.3+7054,dss,na,0.352,0.23,0.241,666,76,99,0.485,0.362,0.625,1010,116,151,Simbad,124.8275,70.915972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,175,J082135.1+010232.0,J0821.5+0102,125.39625,1.042222,507.6,0.13,DR7,phot,1.7,0.1,0.1,,DR7,s,0.082,0.007,0.008,529,23,21,0.082,0.007,0.008,802,35,32,Simbad,125.39625,1.042222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,176,J083025.9+524128.4,J0830.4+5241,127.607917,52.691222,3673.5,0.99,Lit,X-ray,6.3,0.6,0.6,2XMM J083026+524133,NXS,s,9.747,4.491,0.727,440,25,23,14.484,1.427,0.764,667,37,36,Simbad,127.607917,52.691222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,177,J083115.0+523453.9,J0831.2+5234,127.8125,52.581639,356.2,0.52,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,127.8125,52.581639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,178,J083147.8+525036.6,J0831.7+5250,127.949167,52.8435,669.5,0.45,NXS,phot,5.0,0.9,0.8,,NXS,g,0.655,0.102,0.123,712,72,64,1.137,0.243,0.343,1080,109,97,Simbad,127.949167,52.8435
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,179,J083454.8+553420.9,J0834.9+5534,128.728333,55.572472,4277.8,0.24,LRG,spec,3.9,0.4,0.4,4C +55.16 Cluster,DR7,g,9.641,2.718,1.479,773,46,42,9.663,2.739,2.746,1172,70,64,Simbad,128.728333,55.572472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,180,J083724.4+553249.8,J0837.4+5532,129.351667,55.547167,135.6,0.28,DR7,phot,5.2,2.1,8.5,MaxBCG J129.35330+55.54785,DR7,s,0.527,0.273,0.349,874,221,642,0.651,0.372,0.548,1326,335,973,Simbad,129.351667,55.547167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,181,J083855.9+253803.9,J0838.9+2538,129.732917,25.634417,76.7,0.91,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,129.732917,25.634417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,182,J083900.1+704959.8,J0839.0+7049,129.750417,70.833278,99.1,0.44,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,129.750417,70.833278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,183,J084044.2+383050.3,J0840.7+3830,130.184167,38.513972,409.5,0.15,DR7,phot,1.1,0.1,0.2,ZwCl 0837.5+3845,DR7,s,0.071,0.047,0.046,416,27,31,0.079,0.056,0.075,631,41,47,Simbad,130.184167,38.513972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,184,J084052.5+383845.5,J0840.8+3838,130.21875,38.645972,358.7,0.12,LRG,spec,1.6,0.3,0.4,ZwCl 0837.5+3845,DR7,s,0.078,0.06,0.095,525,50,62,0.13,0.113,0.178,796,75,94,Simbad,130.21875,38.645972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,185,J084124.4+004637.7,J0841.4+0046,130.351667,0.777139,577.9,0.41,DR7,phot,3.1,0.5,0.6,,DR7,s,0.645,0.097,0.102,565,56,55,0.666,0.117,0.145,857,85,84,Simbad,130.351667,0.777139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,186,J084701.4+345112.8,J0847.0+3451,131.755833,34.853556,470.8,0.43,DR7,phot,2.6,0.5,0.3,,DR7,s,0.586,0.065,0.071,496,55,37,0.796,0.111,0.121,753,84,56,Simbad,131.755833,34.853556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,187,J084711.2+344842.4,J0847.1+3448,131.796667,34.811778,1494.1,0.56,Lit,spec,5.6,0.5,0.7,RX J0847.1+3449,DR7,s,5.146,1e+20,1e+20,671,34,47,4.855,1e+20,1e+20,1017,53,71,Simbad,131.796667,34.811778
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,188,J084834.8+445341.9,J0848.5+4453,132.145,44.894972,96.0,1.27,Lit,spec,1.7,0.3,0.5,Lynx W,dss,na,0.324,0.125,0.18,152,15,22,0.63,0.178,0.211,230,23,34,Simbad,132.145,44.894972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,189,J084848.1+445606.3,J0848.8+4456,132.200417,44.935083,884.4,0.57,Lit,spec,4.2,0.6,0.6,WARP J0848.8+4456,DR7,s,1.013,0.083,0.08,560,44,46,1.142,0.144,0.158,849,67,70,Simbad,132.200417,44.935083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,190,J085741.3+090109.0,J0857.6+0901,134.422083,9.019167,58.6,0.15,NXS,phot,3.0,1.0,2.7,,NXS,s,0.091,0.058,0.144,738,149,314,0.094,0.061,0.189,1120,226,477,Simbad,134.422083,9.019167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,191,J090101.5+600606.2,J0901.0+6006,135.25625,60.101722,1379.4,0.29,Lit,phot,5.9,1.4,2.9,MaxBCG J135.25325+60.10133,DR7,s,10.876,1.716,2.003,927,131,237,19.092,3.164,3.856,1407,198,360,Simbad,135.25625,60.101722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,192,J091609.0+302718.1,J0916.1+3027,139.0375,30.455028,294.7,0.59,DR7,phot,5.7,1.4,2.1,,DR7,s,1.736,0.321,0.215,652,97,130,2.249,0.529,0.442,989,147,198,Simbad,139.0375,30.455028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,193,J091821.9+211446.0,J0918.3+2114,139.59125,21.246111,288.8,1.01,Spec,spec,8.3,2.9,5.3,,NXS,na,2.146,0.51,0.527,503,109,164,3.131,0.635,0.531,764,166,249,Simbad,139.59125,21.246111
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,194,J091836.8+515041.2,J0918.6+5150,139.653333,51.844778,112.2,0.44,LRG,spec,2.9,0.9,1.9,,DR7,s,0.508,0.352,0.332,530,105,182,0.682,0.525,0.776,803,159,277,Simbad,139.653333,51.844778
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,195,J092018.9+370617.7,J0920.3+3706,140.07875,37.104917,28579.2,0.21,DR7,phot,2.6,0.1,0.1,MaxBCG J140.07821+37.10510,DR7,g,2.369,0.039,0.036,626,7,7,2.553,0.05,0.048,949,10,10,Simbad,140.07875,37.104917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,196,J092052.4+302804.8,J0920.8+3028,140.218333,30.468,1332.4,0.29,LRG,spec,3.5,0.3,0.3,CXOU J092053+302800,DR7,g,1.607,0.079,0.066,691,32,35,1.635,0.083,0.07,1048,48,53,Simbad,140.218333,30.468
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,197,J092059.2+303418.6,J0920.9+3034,140.246667,30.571833,145.1,0.26,DR7,phot,0.4,0.1,0.1,,DR7,s,0.024,0.006,0.008,197,19,18,0.044,0.022,0.023,299,28,28,Simbad,140.246667,30.571833
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,198,J092111.0+302758.2,J0921.1+3027,140.295833,30.466167,620.1,0.43,Lit,spec,4.4,0.5,0.6,CXOU J092110+302751,DR7,b,2.94,0.234,0.229,676,43,52,3.131,0.278,0.282,1025,65,79,Simbad,140.295833,30.466167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,199,J092114.5+370131.3,J0921.2+3701,140.310417,37.025361,320.9,0.29,DR7,phot,0.6,0.1,0.1,,DR7,s,0.045,0.016,0.01,254,36,16,0.088,0.059,0.039,386,55,24,Simbad,140.310417,37.025361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,200,J092325.4+225645.7,J0923.4+2256,140.855833,22.946028,712.5,0.19,LRG,spec,8.5,3.0,6.0,MaxBCG J140.85564+22.94378,DR7,s,1.368,0.497,0.502,1268,279,454,1.913,0.779,0.807,1922,424,689,Simbad,140.855833,22.946028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,201,J092540.0+362711.1,J0925.6+3627,141.416667,36.453083,3432.7,0.11,LRG,spec,3.0,0.4,0.6,RCS J092540+3626.8,DR7,s,0.647,0.488,0.378,753,62,77,1.033,0.872,0.866,1142,94,117,Simbad,141.416667,36.453083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,202,J092544.4+305431.9,J0925.7+3054,141.435,30.908861,115.9,0.41,NXS,phot,1.3,0.2,0.3,,NXS,s,0.291,0.123,0.143,342,38,40,0.614,0.399,0.42,519,57,61,Simbad,141.435,30.908861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,203,J092545.7+305856.9,J0925.7+3058,141.440417,30.982472,1014.6,0.52,NXS,phot,5.8,1.0,1.5,,NXS,g,3.214,0.451,0.476,717,72,100,3.718,0.695,0.804,1087,110,152,Simbad,141.440417,30.982472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,204,J092641.4+310308.8,J0926.6+3103,141.6725,31.052444,112.1,0.67,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,141.6725,31.052444
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,205,J092650.7+310127.3,J0926.8+3101,141.71125,31.02425,420.7,0.49,NXS,phot,3.5,0.9,1.9,,NXS,s,0.606,0.166,0.085,551,91,152,0.709,0.268,0.119,836,138,231,Simbad,141.71125,31.02425
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,206,J092659.0+361219.1,J0926.9+3612,141.745833,36.205306,179.5,0.49,Lit,phot,1e+20,1e+20,1e+20,RCS J092658+3612.1,DR7,b,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,141.745833,36.205306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,207,J092703.2+310039.2,J0927.0+3100,141.763333,31.010889,135.2,0.48,NXS,phot,3.7,1.3,2.6,,NXS,s,0.488,0.343,0.451,579,128,202,0.768,0.614,1.096,879,195,306,Simbad,141.763333,31.010889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,208,J093205.6+473314.1,J0932.0+4733,143.023333,47.553917,281.7,0.22,LRG,spec,2.5,0.5,1.1,MaxBCG J143.01990+47.55526,DR7,s,0.247,0.106,0.333,597,76,142,0.279,0.138,0.587,905,115,215,Simbad,143.023333,47.553917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,209,J093259.2+551543.8,J0932.9+5515,143.246667,55.262167,287.6,0.1,H11,phot,0.6,0.1,0.1,,NXS,s,0.017,0.004,0.005,314,14,14,0.026,0.007,0.008,477,21,21,Simbad,143.246667,55.262167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,210,J093350.2+552620.1,J0933.8+5526,143.459167,55.438917,187.3,0.49,NXS,phot,2.1,0.4,0.6,,NXS,s,2.021,1.742,0.336,419,44,60,2.024,1.519,0.336,635,66,91,Simbad,143.459167,55.438917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,211,J093449.2+551023.5,J0934.8+5510,143.705,55.173194,73.1,0.55,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,143.705,55.173194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,212,J093709.3+611616.2,J0937.1+6116,144.28875,61.271167,497.5,0.21,LRG,spec,1.5,0.2,0.3,MaxBCG J144.28663+61.27052,DR7,s,0.17,0.123,0.085,460,36,44,0.312,0.264,0.209,697,55,67,Simbad,144.28875,61.271167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,213,J093722.2+611416.7,J0937.3+6114,144.3425,61.237972,83.1,0.2,Lit,spec,3.9,1.4,3.8,WARP J0937.1+6116,dss,na,0.051,0.021,0.017,798,174,384,0.051,0.021,0.017,1211,264,583,Simbad,144.3425,61.237972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,214,J093945.5+360057.8,J0939.7+3600,144.939583,36.016056,138.8,0.36,DR7,phot,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,144.939583,36.016056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,215,J094034.6+355950.0,J0940.5+3559,145.144167,35.997222,289.1,0.31,DR7,phot,1.4,0.1,0.4,,DR7,s,0.169,0.032,0.173,394,23,67,0.181,0.027,0.169,597,34,101,Simbad,145.144167,35.997222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,216,J094311.2+480956.1,J0943.1+4809,145.796667,48.165583,180.8,0.28,DR7,phot,2.0,0.4,0.6,,DR7,s,0.252,0.043,0.047,505,67,77,0.49,0.104,0.117,766,102,118,Simbad,145.796667,48.165583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,217,J094332.3+163954.9,J0943.5+1639,145.884583,16.66525,858.4,0.25,LRG,spec,3.4,0.5,0.7,XDCS cm J094329.3+163916,DR7,s,0.848,0.691,1.159,697,63,72,1.127,0.97,2.677,1058,96,110,Simbad,145.884583,16.66525
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,218,J094358.2+164120.7,J0943.9+1641,145.9925,16.689083,147.5,0.25,LRG,spec,1.5,0.2,0.4,,DR7,s,0.109,0.101,0.024,434,41,67,0.119,0.109,0.028,659,63,102,Simbad,145.9925,16.689083
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,219,J094530.5+094631.1,J0945.5+0946,146.377083,9.775306,167.6,0.22,LRG,spec,1.8,0.3,0.4,MaxBCG J146.37949+09.77629,DR7,s,0.127,0.106,0.157,504,55,66,0.199,0.178,0.371,764,84,100,Simbad,146.377083,9.775306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,220,J095105.7+391742.9,J0951.0+3917,147.77375,39.29525,76.7,0.47,Spec,spec,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,147.77375,39.29525
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,221,J095343.6+694735.0,J0953.7+6947,148.431667,69.793056,2290.5,0.21,Lit,spec,5.7,0.7,1.1,400d J0953+6947,DR7,g,0.839,0.478,1.863,977,76,101,1.01,0.649,2.981,1482,116,153,Simbad,148.431667,69.793056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,222,J095603.5+410707.1,J0956.0+4107,149.014583,41.118639,296.9,0.59,Lit,spec,4.3,1.3,2.3,400d J0956+4107,DR7,s,2.373,0.551,0.448,557,106,156,2.626,0.664,0.599,844,160,236,Simbad,149.014583,41.118639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,223,J095610.9-002157.8,J0956.1-0021,149.045417,-0.366056,299.1,0.54,DR7,phot,3.2,0.6,0.8,,DR7,s,0.675,0.142,0.115,500,57,70,1.302,0.675,0.636,758,87,106,Simbad,149.045417,-0.366056
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,224,J095737.1+023425.1,J0957.6+0234,149.404583,2.573639,3108.2,0.37,LRG,spec,4.7,0.5,0.7,SAB2007 LSS 26,DR7,s,2.59,0.197,0.201,748,44,58,2.625,0.204,0.209,1134,67,88,Simbad,149.404583,2.573639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,225,J095901.3+024740.5,J0959.0+0247,149.755417,2.794583,295.5,0.49,LRG,spec,1e+20,1e+20,1e+20,FGH2007 120,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,149.755417,2.794583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,226,J095904.2+023814.3,J0959.0+0238,149.7675,2.637306,91.3,0.08,Lit,phot,1e+20,1e+20,1e+20,FGH2007 117,dss,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,149.7675,2.637306
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,227,J095924.7+014616.3,J0959.4+0146,149.852917,1.771194,732.0,0.12,LRG,spec,1.3,0.1,0.1,FGH2007 113,DR7,s,0.085,0.04,0.053,463,14,13,0.135,0.075,0.12,702,21,19,Simbad,149.852917,1.771194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,228,J095931.8+052616.8,J0959.5+0526,149.8825,5.438,261.1,0.25,DR7,phot,4.1,1.2,2.6,,DR7,s,0.55,1e+20,1e+20,784,140,253,0.519,1e+20,1e+20,1189,212,384,Simbad,149.8825,5.438
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,229,J095940.8+023111.3,J0959.6+0231,149.92,2.519806,1005.3,0.72,Spec,spec,7.3,0.8,1.4,SL J0959.6+0231,DR7,na,3.19,0.19,0.177,649,41,66,4.775,0.469,0.465,984,63,101,Simbad,149.92,2.519806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,230,J095946.9+025521.9,J0959.7+0255,149.945417,2.92275,51.2,0.13,Lit,phot,1e+20,1e+20,1e+20,FGH2007 104,dss,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,149.945417,2.92275
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,231,J095951.4+014052.1,J0959.8+0140,149.964167,1.681139,629.9,0.37,Lit,phot,2.5,0.2,0.3,FGH2007 099,DR7,b,0.511,0.045,0.045,520,25,29,0.552,0.062,0.067,789,38,44,Simbad,149.964167,1.681139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,232,J095957.6+251629.0,J0959.9+2516,149.99,25.274722,1657.6,0.1,DR7,phot,1.4,0.05,0.05,,NXS,s,0.065,0.011,0.012,490,9,9,0.075,0.015,0.017,743,14,13,Simbad,149.99,25.274722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,233,J100012.3+021246.7,J1000.2+0212,150.05125,2.212972,83.2,0.24,Lit,phot,1e+20,1e+20,1e+20,CFHTLS CL J100014+021224,dss,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,150.05125,2.212972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,234,J100022.8+021156.2,J1000.3+0211,150.095,2.198944,52.6,0.93,Lit,phot,2.1,0.6,1.9,FGH2007 084,dss,na,0.307,0.112,0.098,253,44,112,0.63,0.376,0.236,384,66,170,Simbad,150.095,2.198944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,235,J100029.2+024137.4,J1000.4+0241,150.121667,2.693722,543.2,0.35,Lit,phot,6.8,2.0,4.1,FGH2007 079,DR7,s,0.457,1e+20,1e+20,941,171,292,0.434,1e+20,1e+20,941,171,292,Simbad,150.121667,2.693722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,236,J100043.2+014607.7,J1000.7+0146,150.18,1.768806,176.7,0.35,LRG,spec,1e+20,1e+20,1e+20,FGH2007 070,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,150.18,1.768806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,237,J100047.4+013926.9,J1000.7+0139,150.1975,1.657472,2770.9,0.22,LRG,spec,3.3,0.2,0.2,FGH2007 067,DR7,g,0.953,0.079,0.077,715,25,24,1.377,0.146,0.148,1085,38,37,Simbad,150.1975,1.657472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,238,J100053.2+022831.6,J1000.8+0228,150.221667,2.475444,59.3,0.3,Lit,phot,3.4,1.2,4.0,FGH2007 064,dss,na,0.029,1e+20,1e+20,673,152,376,0.028,1e+20,1e+20,673,152,376,Simbad,150.221667,2.475444
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,239,J100059.9+683944.9,J1000.9+6839,150.249583,68.662472,720.3,0.47,DR7,phot,5.4,0.9,1.3,,DR7,s,1.219,0.551,0.365,727,75,94,1.791,1.123,0.855,1103,114,142,Simbad,150.249583,68.662472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,240,J100115.5+250611.5,J1001.2+2506,150.314583,25.103194,330.0,0.76,Spec,spec,2.2,0.4,0.6,,NXS,g,0.64,0.29,0.398,315,35,49,0.902,0.401,0.322,478,54,75,Simbad,150.314583,25.103194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,241,J100116.2+021655.9,J1001.2+0216,150.3175,2.282194,83.4,0.12,Lit,phot,1.0,0.4,0.7,FGH2007 058,dss,na,0.012,0.012,0.008,403,104,146,0.013,0.013,0.009,611,158,221,Simbad,150.3175,2.282194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,242,J100141.7+022539.8,J1001.6+0225,150.42375,2.427722,2327.2,0.12,LRG,spec,1.43,0.03,0.06,CFHTLS CL J100142+022510,DR7,s,0.062,0.006,0.007,485,6,9,0.068,0.009,0.01,736,9,13,Simbad,150.42375,2.427722
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,243,J100201.7+021332.8,J1002.0+0213,150.507083,2.225778,908.8,0.83,Spec,spec,6.0,0.7,1.1,CFHTLS CL J100201+021330,DR7,na,2.906,0.202,0.17,512,37,49,4.588,0.322,0.271,777,56,75,Simbad,150.507083,2.225778
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,244,J101041.8+554208.5,J1010.6+5542,152.674167,55.702361,235.1,0.2,DR7,phot,0.9,0.1,0.2,,DR7,s,0.011,0.004,0.006,352,19,33,0.012,0.005,0.006,533,29,51,Simbad,152.674167,55.702361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,245,J101056.3+555711.5,J1010.9+5557,152.734583,55.953194,248.4,0.17,Lit,spec,1.1,0.1,0.2,WARP J1010.9+5557,DR7,b,0.084,0.029,0.17,404,16,38,0.135,0.076,0.205,613,25,57,Simbad,152.734583,55.953194
