catalog,vizier_source,vizier_table,recno,MOO2,m_MOO2,RAJ2000,DEJ2000,zphot,e_zphot,S_N,S_N-G,Name-fg,zspec,r_zspec,LitName,r_LitName,SimbadName,NED,RA_deg,Dec_deg
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,136,J00031-03030,,0.776,-3.051,0.34,0.039,6.3,7.3,,1e+20,,,,,NED,0.7760000228881836,-3.0510001182556152
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,137,J00031+02408,,0.785,2.681,0.23,0.036,6.7,7.6,,1e+20,,,,,NED,0.7850000262260437,2.680999994277954
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,138,J00031-03168,,0.787,-3.281,0.66,0.048,6.3,7.5,,1e+20,,,,,NED,0.7870000004768372,-3.2809998989105225
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,139,J00032+01357,,0.803,1.595,0.49,0.043,5.4,6.3,,1e+20,,,,,NED,0.8029999732971191,1.5950000286102295
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,140,J00032+00541,,0.805,0.903,1.16,0.063,5.4,6.6,,1e+20,,,,,NED,0.8050000071525574,0.902999997138977
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,141,J00032-02117,,0.807,-2.195,1.6,0.075,6.5,8.7,,1e+20,,,,,NED,0.8069999814033508,-2.194999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,142,J00032-03486,,0.816,-3.811,0.52,0.044,5.5,6.4,,1e+20,,,,,NED,0.8159999847412109,-3.811000108718872
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,143,J00032-03074,,0.82,-3.124,0.51,0.044,5.0,5.8,,1e+20,,,,,NED,0.8199999928474426,-3.124000072479248
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,144,J00033+04128,,0.838,4.214,0.4,0.041,6.0,7.0,,1e+20,,,,,NED,0.8379999995231628,4.214000225067139
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,145,J00033+00547,,0.839,0.913,0.17,0.034,6.2,6.9,,1e+20,,,,,NED,0.8389999866485596,0.9129999876022339
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,146,J00033+02392,,0.845,2.655,1.4,0.07,5.1,6.2,,1e+20,,,,,NED,0.8450000286102295,2.6549999713897705
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,147,J00034+02104,,0.861,2.175,0.77,0.051,5.5,6.4,,1e+20,,,,,NED,0.8610000014305115,2.174999952316284
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,148,J00034-01357,,0.863,-1.595,0.46,0.042,5.1,5.9,,1e+20,,,,,NED,0.8629999756813049,-1.5950000286102295
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,149,J00034-01059,,0.869,-1.099,1.34,0.068,5.4,6.5,,1e+20,,,,,NED,0.8690000176429749,-1.0989999771118164
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,150,J00035-02452,,0.879,-2.754,1.78,0.081,5.0,6.4,,1e+20,,,,,NED,0.8790000081062317,-2.753999948501587
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,151,J00035-01415,,0.88,-1.692,1.51,0.073,5.4,6.8,,1e+20,,,,,NED,0.8799999952316284,-1.6920000314712524
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,152,J00035-01483,,0.88,-1.805,0.43,0.041,10.3,13.3,,0.455,12,RMJ000328.6-014919.0,12,[RRB2014] RM J000328.6-014919.0,NED,0.8799999952316284,-1.8049999475479126
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,153,J00036-00541,,0.899,-0.903,1.375,0.069,6.1,7.7,,1e+20,,,,,NED,0.8989999890327454,-0.902999997138977
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,154,J00036+01405,,0.903,1.675,1.83,0.082,6.9,9.5,,1e+20,,,,,NED,0.902999997138977,1.6749999523162842
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,155,J00036+02138,,0.914,2.231,0.405,0.041,6.3,7.4,,1e+20,,RMJ000336.0+021444.9,12,[RRB2014] RM J000336.0+021444.9,NED,0.9139999747276306,2.2309999465942383
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,156,J00037+01505,,0.93,1.842,0.33,0.039,6.2,7.2,,1e+20,,,,,NED,0.9300000071525574,1.8420000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,157,J00037+02058,,0.931,2.098,1.67,0.077,5.5,7.0,,1e+20,,,,,NED,0.9309999942779541,2.0980000495910645
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,158,J00037+02046,,0.937,2.078,0.11,0.032,6.4,7.0,,1e+20,,,,,NED,0.9369999766349792,2.078000068664551
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,159,J00037-02446,,0.946,-2.744,0.56,0.045,5.8,6.8,,1e+20,,,,,NED,0.9459999799728394,-2.74399995803833
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,160,J00038+04448,,0.958,4.747,0.49,0.043,5.5,6.4,,1e+20,,,,,NED,0.9580000042915344,4.747000217437744
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,161,J00039-01595,,0.98,-1.992,0.48,0.043,5.7,6.6,,1e+20,,,,,NED,0.9800000190734863,-1.9919999837875366
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,162,J00039+00123,,0.988,0.206,0.79,0.052,5.5,6.5,,1e+20,,,,,NED,0.9879999756813049,0.20600000023841858
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,163,J00040-00131,,0.998,-0.22,0.65,0.048,6.1,7.2,,1e+20,,HSCJ000400-001227,14,HSCS J000400-001227,NED,0.9980000257492065,-0.2199999988079071
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,164,J00040-00407,,1.005,-0.679,0.335,0.039,5.6,6.4,,1e+20,,,,,NED,1.0049999952316284,-0.6790000200271606
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,165,J00040+02380,,1.018,2.634,0.41,0.041,5.5,6.3,,1e+20,,,,,NED,1.0180000066757202,2.634000062942505
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,166,J00041+01173,,1.024,1.289,1.51,0.073,5.3,6.6,,1e+20,,,,,NED,1.0240000486373901,1.2890000343322754
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,167,J00041-00481,,1.025,-0.803,1.12,0.061,5.9,7.1,,1e+20,,,,,NED,1.024999976158142,-0.8029999732971191
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,168,J00041-00599,,1.035,-0.999,1.0,0.058,5.9,7.1,,1e+20,,HSCJ000407-010017,14,HSCS J000407-010017,NED,1.034999966621399,-0.9990000128746033
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,169,J00041-02448,,1.044,-2.748,0.57,0.046,5.3,6.1,,1e+20,,,,,NED,1.0440000295639038,-2.747999906539917
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,170,J00042+01247,,1.051,1.412,0.8,0.052,6.9,8.5,,1e+20,,,,,NED,1.0509999990463257,1.4119999408721924
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,171,J00042-01065,,1.054,-1.109,0.32,0.038,6.0,6.9,,1e+20,,,,,NED,1.0540000200271606,-1.1089999675750732
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,172,J00042-01555,,1.056,-1.925,1.835,0.082,5.1,6.4,,1e+20,,,,,NED,1.055999994277954,-1.9249999523162842
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,173,J00042+02446,,1.061,2.744,1.19,0.064,6.1,7.5,,1e+20,,,,,NED,1.0609999895095825,2.74399995803833
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,174,J00042+04360,,1.063,4.6,0.61,0.047,5.9,7.0,,1e+20,,,,,NED,1.062999963760376,4.599999904632568
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,175,J00042+04404,,1.07,4.674,1.22,0.064,5.1,6.1,,1e+20,,,,,NED,1.0700000524520874,4.673999786376953
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,176,J00042+00110,,1.072,0.183,0.64,0.048,5.6,6.6,,0.633,14,HSCJ000416+001059,14,HSCS J000416+001059,NED,1.0720000267028809,0.18299999833106995
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,177,J00042+04044,,1.072,4.074,0.41,0.041,5.7,6.6,,1e+20,,,,,NED,1.0720000267028809,4.073999881744385
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,178,J00043-04564,,1.078,-4.94,0.395,0.04,6.5,7.7,,1e+20,,,,,NED,1.0779999494552612,-4.940000057220459
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,179,J00043-00391,,1.088,-0.653,1.15,0.062,5.1,6.1,,1e+20,,HSCJ000422-003939,14,HSCS J000422-003939,NED,1.0880000591278076,-0.652999997138977
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,180,J00043-03280,,1.088,-3.467,1.625,0.076,6.4,8.3,,1e+20,,,,,NED,1.0880000591278076,-3.4670000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,181,J00044+01233,,1.114,1.389,0.85,0.054,6.4,7.7,,1e+20,,HSCJ000420+012301,14,HSCS J000420+012301,NED,1.1139999628067017,1.3890000581741333
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,182,J00044+01151,,1.114,1.252,0.97,0.057,6.6,8.0,,1e+20,,HSCJ000426+011508,14,HSCS J000426+011508,NED,1.1139999628067017,1.2519999742507935
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,183,J00044-02326,,1.118,-2.545,0.975,0.057,6.3,7.7,,1e+20,,,,,NED,1.1180000305175781,-2.5450000762939453
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,184,J00045+00117,,1.125,0.196,1.04,0.059,5.6,6.6,,1e+20,,,,,NED,1.125,0.19599999487400055
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,185,J00045-01575,,1.136,-1.958,1.355,0.068,6.3,8.0,,1e+20,,,,,NED,1.1360000371932983,-1.9579999446868896
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,186,J00046+01535,,1.153,1.892,1.43,0.07,5.8,7.2,,1e+20,,,,,NED,1.152999997138977,1.8919999599456787
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,187,J00046-01001,,1.155,-1.002,1.92,0.085,5.3,6.8,,1e+20,,,,,NED,1.1549999713897705,-1.0019999742507935
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,188,J00046+01503,,1.157,1.838,0.4,0.041,6.1,7.2,,1e+20,,RMJ000438.2+015024.8,12,[RRB2014] RM J000438.2+015024.8,NED,1.156999945640564,1.8380000591278076
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,189,J00046-02013,,1.17,-2.022,1.13,0.062,6.4,7.8,,1e+20,,,,,NED,1.1699999570846558,-2.0220000743865967
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,190,J00047-04358,,1.19,-4.597,0.41,0.041,5.2,6.0,,1e+20,,,,,NED,1.190000057220459,-4.5970001220703125
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,191,J00047-03454,,1.191,-3.757,0.66,0.048,5.0,5.8,,1e+20,,,,,NED,1.190999984741211,-3.756999969482422
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,192,J00048+01445,,1.2,1.742,0.34,0.039,6.6,7.8,,1e+20,,,,,NED,1.2000000476837158,1.7419999837875366
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,193,J00048-01035,,1.205,-1.059,0.44,0.042,10.7,14.1,,1e+20,,,,,NED,1.2050000429153442,-1.059000015258789
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,194,J00048+04118,,1.216,4.197,0.48,0.043,7.7,9.5,,1e+20,,RMJ000448.8+041137.8,12,[RRB2014] RM J000448.8+041137.8,NED,1.215999960899353,4.197000026702881
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,195,J00049-02095,,1.226,-2.158,1.125,0.062,8.3,10.7,,1e+20,,,,,NED,1.2259999513626099,-2.1579999923706055
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,196,J00049+01123,,1.245,1.206,0.77,0.051,5.4,6.2,,1e+20,,,,,NED,1.2450000047683716,1.2059999704360962
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,197,J00050-02043,,1.25,-2.072,1.175,0.063,6.8,8.5,,1e+20,,,,,NED,1.25,-2.072000026702881
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,198,J00050+00096,,1.252,0.16,0.61,0.047,7.3,8.9,,1e+20,,HSCJ000455+001009,14,HSCS J000455+001009,NED,1.2519999742507935,0.1599999964237213
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,199,J00050-01041,,1.258,-1.069,0.5,0.044,5.0,5.8,,1e+20,,,,,NED,1.2580000162124634,-1.069000005722046
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,200,J00050-01385,,1.271,-1.642,0.97,0.057,7.3,9.1,,1e+20,,ACT-CL J0005.0-0138,2,ACT-CL J0005.0-0138,NED,1.2710000276565552,-1.6419999599456787
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,201,J00051-04178,,1.285,-4.297,0.5,0.044,5.5,6.4,,1e+20,,,,,NED,1.284999966621399,-4.296999931335449
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,202,J00051-04270,,1.288,-4.451,1.78,0.081,5.7,7.3,,1e+20,,,,,NED,1.2879999876022339,-4.451000213623047
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,203,J00051+04248,,1.295,4.414,0.5,0.044,5.5,6.4,,1e+20,,,,,NED,1.2949999570846558,4.414000034332275
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,204,J00052+04102,,1.303,4.171,0.645,0.048,5.5,6.4,,1e+20,,,,,NED,1.3029999732971191,4.171000003814697
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,205,J00052-03194,,1.303,-3.324,0.65,0.048,6.0,7.1,,1e+20,,,,,NED,1.3029999732971191,-3.3239998817443848
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,206,J00053-03016,,1.327,-3.028,1.555,0.074,5.2,6.5,,1e+20,,,,,NED,1.3270000219345093,-3.0280001163482666
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,207,J00053-04220,,1.339,-4.367,0.91,0.055,6.0,7.3,,1e+20,,,,,NED,1.3389999866485596,-4.367000102996826
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,208,J00053-02532,,1.344,-2.888,0.56,0.045,5.6,6.5,,1e+20,,,,,NED,1.343999981880188,-2.888000011444092
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,209,J00054-03002,,1.354,-3.005,0.57,0.046,5.1,5.8,,1e+20,,RMJ000528.3-030105.0,12,[RRB2014] RM J000528.3-030105.0,NED,1.3539999723434448,-3.005000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,210,J00054-00125,,1.355,-0.21,0.63,0.047,5.1,5.9,,1e+20,,,,,NED,1.3550000190734863,-0.20999999344348907
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,211,J00054-02223,,1.356,-2.372,0.74,0.05,5.3,6.2,,1e+20,,,,,NED,1.3559999465942383,-2.371999979019165
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,212,J00054-04330,,1.358,-4.551,1.05,0.059,5.9,7.1,,1e+20,,,,,NED,1.3580000400543213,-4.551000118255615
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,213,J00054+02189,,1.359,2.315,0.3,0.038,5.2,6.0,,1e+20,,,,,NED,1.3589999675750732,2.315000057220459
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,214,J00054-01205,,1.361,-1.342,0.6,0.046,8.2,10.2,,1e+20,,,,,NED,1.3609999418258667,-1.3420000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,215,J00054+01117,,1.365,1.196,1.195,0.064,6.1,7.5,,1e+20,,,,,NED,1.3650000095367432,1.1959999799728394
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,216,J00054-04190,,1.369,-4.317,0.64,0.048,7.0,8.5,,1e+20,,,,,NED,1.36899995803833,-4.316999912261963
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,217,J00055-04486,,1.38,-4.811,1.12,0.061,5.7,6.9,,1e+20,,,,,NED,1.3799999952316284,-4.810999870300293
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,218,J00055-03152,,1.383,-3.254,0.495,0.043,5.1,5.9,,1e+20,,,,,NED,1.3830000162124634,-3.253999948501587
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,219,J00055+04392,,1.387,4.654,0.46,0.042,8.0,9.9,,0.468,12,RMJ000533.0+043927.8,12,[RRB2014] RM J000533.0+043927.8,NED,1.3869999647140503,4.6539998054504395
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,220,J00055+01513,,1.394,1.855,0.4,0.041,5.5,6.4,,1e+20,,,,,NED,1.3940000534057617,1.8550000190734863
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,221,J00055+02093,,1.396,2.155,0.91,0.055,5.1,5.9,,1e+20,,,,,NED,1.3960000276565552,2.1549999713897705
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,222,J00056-04436,,1.407,-4.728,1.255,0.065,5.3,6.3,,1e+20,,,,,NED,1.406999945640564,-4.728000164031982
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,223,J00056-00068,,1.412,-0.113,0.63,0.047,6.0,7.1,,0.617,14,HSCJ000535-000518,14,HSCS J000535-000518,NED,1.4119999408721924,-0.11299999803304672
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,224,J00056+01475,,1.414,1.792,0.35,0.039,6.1,7.1,,0.344,12,RMJ000537.2+014652.9,12,[RRB2014] RM J000537.2+014652.9,NED,1.4140000343322754,1.7920000553131104
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,225,J00056-04308,,1.415,-4.514,1.28,0.066,5.1,6.1,,1e+20,,,,,NED,1.4149999618530273,-4.513999938964844
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,226,J00056+01167,,1.421,1.279,0.35,0.039,6.8,8.1,,0.39,12,RMJ000543.7+011709.1,"12,14",[RRB2014] RM J000543.7+011709.1,NED,1.4210000038146973,1.2790000438690186
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,227,J00057+03228,,1.429,3.381,0.19,0.035,5.3,5.9,,0.2,12,RMJ000543.3+032203.3,12,[RRB2014] RM J000543.3+032203.3,NED,1.4290000200271606,3.38100004196167
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,228,J00057+01557,,1.434,1.929,1.5,0.073,5.2,6.4,,1e+20,,,,,NED,1.434000015258789,1.9290000200271606
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,229,J00057-02346,,1.435,-2.578,0.4,0.041,8.1,9.9,,1e+20,,,,,NED,1.434999942779541,-2.578000068664551
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,230,J00057+02225,,1.439,2.375,0.81,0.052,7.2,8.8,,0.84,2,ACT-CL J0005.7+0222,"2,14",ACT-CL J0005.7+0222,NED,1.4390000104904175,2.375
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,231,J00057-03382,,1.445,-3.638,1.2,0.064,5.1,6.1,,1e+20,,,,,NED,1.4450000524520874,-3.638000011444092
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,232,J00058-04562,,1.449,-4.938,1.49,0.072,5.3,6.5,,1e+20,,,,,NED,1.4490000009536743,-4.938000202178955
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,233,J00058+02141,,1.45,2.235,0.28,0.037,5.1,5.8,,1e+20,,,,,NED,1.4500000476837158,2.234999895095825
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,234,J00058+03558,,1.454,3.931,0.78,0.052,5.6,6.6,,1e+20,,,,,NED,1.4539999961853027,3.930999994277954
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,235,J00058-00365,,1.462,-0.61,0.41,0.041,6.2,7.3,,0.423,12,RMJ000550.1-003652.9,12,[RRB2014] RM J000550.1-003652.9,NED,1.4620000123977661,-0.6100000143051147
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,236,J00058+02217,,1.466,2.362,0.48,0.043,5.8,6.8,,1e+20,,,,,NED,1.465999960899353,2.361999988555908
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,237,J00058+02083,,1.466,2.138,1.0,0.058,5.9,7.1,,1e+20,,HSCJ000552+020818,14,HSCS J000552+020818,NED,1.465999960899353,2.138000011444092
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,238,J00059+01553,,1.474,1.922,0.41,0.041,5.7,6.7,,1e+20,,RMJ000549.5+015525.0,12,[RRB2014] RM J000549.5+015525.0,NED,1.4739999771118164,1.9220000505447388
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,239,J00059-04338,,1.475,-4.564,0.77,0.051,5.3,6.2,,1e+20,,,,,NED,1.475000023841858,-4.564000129699707
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,240,J00059-00365,,1.475,-0.61,1.295,0.067,5.1,6.1,MOO2 J00058-00365,1e+20,,,,,NED,1.475000023841858,-0.6100000143051147
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,241,J00059+02301,,1.479,2.502,1.35,0.068,6.8,8.7,,1e+20,,,,,NED,1.4789999723434448,2.502000093460083
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,242,J00059-03202,,1.483,-3.338,0.565,0.045,5.9,7.0,,1e+20,,,,,NED,1.4830000400543213,-3.3380000591278076
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,243,J00060+00183,,1.499,0.306,1.305,0.067,5.4,6.6,,1e+20,,,,,NED,1.4989999532699585,0.3059999942779541
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,244,J00060-02592,,1.511,-2.988,0.58,0.046,5.3,6.2,,1e+20,,,,,NED,1.5110000371932983,-2.98799991607666
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,245,J00061-02319,,1.529,-2.532,0.59,0.046,8.3,10.3,,0.618,2,ACT-CL J0006.1-0231,2,ACT-CL J0006.1-0231,NED,1.5290000438690186,-2.5320000648498535
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,246,J00061-02061,,1.543,-2.102,0.46,0.042,6.4,7.6,,1e+20,,,,,NED,1.5429999828338623,-2.1019999980926514
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,247,J00061-03026,,1.548,-3.045,1.17,0.063,5.7,6.9,,1e+20,,,,,NED,1.5479999780654907,-3.0450000762939453
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,248,J00064-00417,,1.599,-0.696,0.5,0.044,5.0,5.8,,1e+20,,,,,NED,1.5989999771118164,-0.6959999799728394
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,249,J00064+02375,,1.619,2.625,0.915,0.056,7.1,8.8,,1e+20,,,,,NED,1.61899995803833,2.625
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,250,J00065-04398,,1.625,-4.665,0.565,0.045,6.5,7.7,,1e+20,,,,,NED,1.625,-4.664999961853027
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,251,J00065-04170,,1.63,-4.285,0.56,0.045,5.3,6.1,,1e+20,,,,,NED,1.6299999952316284,-4.284999847412109
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,252,J00065-03118,,1.631,-3.198,0.54,0.045,6.0,7.1,,1e+20,,,,,NED,1.63100004196167,-3.197999954223633
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,253,J00066+00171,,1.649,0.286,0.72,0.05,7.3,8.9,,0.682,2,ACT-CL J0006.5+0017,"2,14",ACT-CL J0006.5+0017,NED,1.6490000486373901,0.28600001335144043
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,254,J00066-04338,,1.652,-4.565,0.74,0.05,6.5,7.9,,1e+20,,,,,NED,1.6519999504089355,-4.565000057220459
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,255,J00066-00191,,1.656,-0.32,0.385,0.04,6.3,7.3,,1e+20,,,,,NED,1.656000018119812,-0.3199999928474426
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,256,J00066+04054,,1.667,4.091,1.98,0.086,7.3,10.1,,1e+20,,,,,NED,1.6670000553131104,4.091000080108643
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,257,J00066+01585,,1.67,1.975,0.3,0.038,5.4,6.2,,1e+20,,,,,NED,1.6699999570846558,1.975000023841858
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,258,J00067+03512,,1.678,3.855,0.74,0.05,5.2,6.1,,1e+20,,,,,NED,1.6779999732971191,3.8550000190734863
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,259,J00068-00297,,1.702,-0.496,0.49,0.043,6.9,8.3,,1e+20,,,,,NED,1.7020000219345093,-0.4959999918937683
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,260,J00068-00343,,1.709,-0.573,0.5,0.044,5.4,6.3,,1e+20,,,,,NED,1.7089999914169312,-0.5730000138282776
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,261,J00068+01499,,1.717,1.832,0.62,0.047,7.7,9.5,,1e+20,,,,,NED,1.7170000076293945,1.8320000171661377
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,262,J00068+01449,,1.718,1.749,0.85,0.054,5.0,5.9,,1e+20,,,,,NED,1.718000054359436,1.7489999532699585
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,263,J00069-00411,,1.725,-0.686,0.51,0.044,12.5,17.1,,0.545,2,ACT-CL J0006.9-0041,"2,12,14",ACT-CL J0006.9-0041,NED,1.725000023841858,-0.6859999895095825
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,264,J00070+03320,,1.75,3.535,1.62,0.076,5.8,7.4,,1e+20,,,,,NED,1.75,3.5350000858306885
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,265,J00070-02085,,1.757,-2.142,0.5,0.044,5.2,6.0,,1e+20,,,,,NED,1.7569999694824219,-2.1419999599456787
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,266,J00070+00163,,1.759,0.273,0.62,0.047,5.1,5.8,,0.669,14,HSCJ000702+001625,14,HSCS J000702+001625,NED,1.7589999437332153,0.27300000190734863
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,267,J00070-03232,,1.77,-3.388,0.655,0.048,5.7,6.6,,1e+20,,,,,NED,1.7699999809265137,-3.388000011444092
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,268,J00071+02127,,1.773,2.212,0.28,0.037,7.8,9.4,,0.294,12,RMJ000720.0+021513.2,"12,14",[RRB2014] RM J000720.0+021513.2,NED,1.7730000019073486,2.2119998931884766
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,269,J00071+00240,,1.779,0.4,0.33,0.039,5.2,5.9,,1e+20,,,,,NED,1.7790000438690186,0.4000000059604645
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,270,J00071-04376,,1.782,-4.628,1.36,0.068,6.7,8.6,,1e+20,,,,,NED,1.781999945640564,-4.627999782562256
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,271,J00071+02253,,1.79,2.422,1.53,0.073,5.5,6.9,,1e+20,,,,,NED,1.7899999618530273,2.421999931335449
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,272,J00072-02047,,1.804,-2.079,0.585,0.046,5.7,6.6,,1e+20,,,,,NED,1.8040000200271606,-2.0789999961853027
