catalog,vizier_source,vizier_table,recno,MOO2,m_MOO2,RAJ2000,DEJ2000,zphot,e_zphot,S_N,S_N-G,Name-fg,zspec,r_zspec,LitName,r_LitName,SimbadName,NED,RA_deg,Dec_deg
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6713,J02230-07256,,35.757,-7.428,1.075,0.06,5.4,6.5,,1e+20,,,,,NED,35.75699996948242,-7.427999973297119
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6714,J02230-04364,,35.759,-4.608,1.16,0.063,5.0,6.0,,1e+20,,,,,NED,35.75899887084961,-4.607999801635742
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6715,J02231-03572,,35.773,-3.954,0.65,0.048,6.6,7.9,,1e+20,,,,,NED,35.77299880981445,-3.9539999961853027
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6716,J02231-14417,,35.774,-14.696,1.05,0.059,6.6,8.1,,1e+20,,,,,NED,35.77399826049805,-14.696000099182129
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6717,J02231-13120,,35.782,-13.201,0.28,0.037,6.3,7.2,,1e+20,,,,,NED,35.78200149536133,-13.201000213623047
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6718,J02231-14291,,35.782,-14.485,0.67,0.048,5.5,6.4,,1e+20,,,,,NED,35.78200149536133,-14.484999656677246
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6719,J02231-11102,,35.784,-11.171,0.485,0.043,5.1,5.8,,1e+20,,,,,NED,35.784000396728516,-11.170999526977539
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6720,J02231-04132,,35.786,-4.221,0.6,0.046,6.4,7.6,,0.631,9,XLSSC 30,"9,11,14",XLSSC 30,NED,35.7859992980957,-4.2210001945495605
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6721,J02231-11236,,35.793,-11.394,0.52,0.044,5.4,6.3,,1e+20,,,,,NED,35.792999267578125,-11.394000053405762
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6722,J02231-12152,,35.796,-12.255,0.77,0.051,5.0,5.8,,1e+20,,,,,NED,35.79600143432617,-12.255000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6723,J02232+02548,,35.8,2.914,0.34,0.039,7.0,8.3,,1e+20,,,,,NED,35.79999923706055,2.9140000343322754
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6724,J02232-14213,,35.8,-14.355,1.62,0.076,5.5,6.9,,1e+20,,,,,NED,35.79999923706055,-14.354999542236328
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6725,J02232+03190,,35.803,3.317,0.26,0.037,6.8,7.8,,0.257,12,RMJ022309.4+031814.6,12,[RRB2014] RM J022309.4+031814.6,NED,35.803001403808594,3.316999912261963
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6726,J02232+04006,,35.806,4.011,0.47,0.043,8.0,9.9,,1e+20,,,,,NED,35.805999755859375,4.011000156402588
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6727,J02232-01328,,35.81,-1.547,0.39,0.04,6.4,7.6,,1e+20,,,,,NED,35.810001373291016,-1.5470000505447388
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6728,J02232-08494,,35.816,-8.825,1.59,0.075,5.2,6.4,,1e+20,,,,,NED,35.816001892089844,-8.824999809265137
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6729,J02232+03346,,35.816,3.577,0.565,0.045,5.0,5.8,,1e+20,,,,,NED,35.816001892089844,3.5769999027252197
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6730,J02232-02160,,35.817,-2.267,0.315,0.038,6.6,7.8,,0.254,14,HSCJ022320-021243,14,HSCS J022320-021243,NED,35.81700134277344,-2.2669999599456787
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6731,J02232-02478,,35.82,-2.797,0.705,0.049,5.1,5.9,,1e+20,,,,,NED,35.81999969482422,-2.796999931335449
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6732,J02232-07562,,35.822,-7.938,0.49,0.043,6.6,7.9,,1e+20,,,,,NED,35.821998596191406,-7.938000202178955
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6733,J02233-11488,,35.829,-11.815,0.845,0.054,5.8,6.9,,1e+20,,,,,NED,35.82899856567383,-11.8149995803833
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6734,J02233-14391,,35.83,-14.652,0.975,0.057,5.0,5.9,,1e+20,,,,,NED,35.83000183105469,-14.652000427246094
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6735,J02233-14479,,35.832,-14.799,0.79,0.052,8.0,10.1,,1e+20,,ACT-CL J0223.3-1447,2,ACT-CL J0223.3-1447,NED,35.832000732421875,-14.798999786376953
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6736,J02233-11448,,35.832,-11.748,0.3,0.038,10.0,12.7,,1e+20,,,,,NED,35.832000732421875,-11.748000144958496
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6737,J02233-12306,,35.833,-12.511,0.55,0.045,5.6,6.6,,1e+20,,,,,NED,35.83300018310547,-12.51099967956543
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6738,J02233-11246,,35.834,-11.411,1.49,0.072,5.3,6.5,,1e+20,,,,,NED,35.83399963378906,-11.41100025177002
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6739,J02234+02580,,35.85,2.967,0.505,0.044,5.2,6.0,,1e+20,,,,,NED,35.849998474121094,2.9670000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6740,J02234+02442,,35.85,2.737,1.73,0.079,5.2,6.5,,1e+20,,,,,NED,35.849998474121094,2.736999988555908
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6741,J02234-11358,,35.85,-11.598,0.64,0.048,5.4,6.3,,1e+20,,,,,NED,35.849998474121094,-11.597999572753906
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6742,J02234-08508,,35.853,-8.848,0.18,0.034,6.8,7.6,,0.163,12,RMJ022328.2-085155.5,12,[RRB2014] RM J022328.2-085155.5,NED,35.85300064086914,-8.847999572753906
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6743,J02234-00572,,35.853,-0.953,0.635,0.047,5.2,6.0,,1e+20,,,,,NED,35.85300064086914,-0.953000009059906
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6744,J02234-13241,,35.866,-13.402,0.95,0.057,5.1,6.0,,1e+20,,,,,NED,35.86600112915039,-13.402000427246094
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6745,J02234-10502,,35.866,-10.838,0.16,0.034,6.3,6.9,,1e+20,,,,,NED,35.86600112915039,-10.838000297546387
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6746,J02234+01536,,35.867,1.893,0.85,0.054,6.3,7.7,,1e+20,,HSCJ022329+015332,14,HSCS J022329+015332,NED,35.867000579833984,1.8930000066757202
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6747,J02235+04214,,35.873,4.358,0.47,0.043,7.4,9.1,,1e+20,,,,,NED,35.87300109863281,4.357999801635742
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6748,J02235-07222,,35.874,-7.371,0.65,0.048,6.1,7.2,,1e+20,,,,,NED,35.874000549316406,-7.370999813079834
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6749,J02235-03422,,35.876,-3.704,1.185,0.063,5.2,6.1,,1e+20,,,,,NED,35.875999450683594,-3.7039999961853027
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6750,J02235+01180,,35.88,1.3,0.42,0.041,8.3,10.2,,0.442,12,RMJ022329.8+011855.7,12,[RRB2014] RM J022329.8+011855.7,NED,35.880001068115234,1.2999999523162842
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6751,J02235+01338,,35.883,1.563,1.32,0.067,5.4,6.5,,1e+20,,,,,NED,35.882999420166016,1.562999963760376
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6752,J02235-07172,,35.885,-7.288,1.08,0.06,5.5,6.6,,1e+20,,,,,NED,35.8849983215332,-7.288000106811523
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6753,J02235+02078,,35.887,2.13,0.42,0.041,10.4,13.5,,1e+20,,,,,NED,35.887001037597656,2.130000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6754,J02235-08576,,35.89,-8.962,0.39,0.04,10.7,13.9,,0.414,12,RMJ022332.8-085739.2,12,[RRB2014] RM J022332.8-085739.2,NED,35.88999938964844,-8.961999893188477
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6755,J02235-03030,,35.893,-3.05,0.48,0.043,8.3,10.3,,0.493,12,RMJ022336.8-030217.3,"12,14",[RRB2014] RM J022336.8-030217.3,NED,35.893001556396484,-3.049999952316284
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6756,J02235+01072,,35.893,1.12,0.335,0.039,10.7,13.7,,0.362,12,RMJ022334.5+010635.7,"12,14",[RRB2014] RM J022334.5+010635.7,NED,35.893001556396484,1.1200000047683716
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6757,J02235+00352,,35.893,0.587,0.745,0.051,8.1,10.2,,1e+20,,HSCJ022335+003453,14,HSCS J022335+003453,NED,35.893001556396484,0.5870000123977661
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6758,J02235-11386,,35.894,-11.645,1.265,0.066,5.0,6.0,,1e+20,,,,,NED,35.89400100708008,-11.645000457763672
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6759,J02235-11246,,35.895,-11.411,1.045,0.059,5.2,6.2,,1e+20,,,,,NED,35.89500045776367,-11.41100025177002
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6760,J02236-07178,,35.901,-7.298,1.72,0.079,5.6,7.1,,1e+20,,,,,NED,35.9010009765625,-7.297999858856201
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6761,J02236-07264,,35.904,-7.441,1.08,0.06,5.9,7.2,,1e+20,,,,,NED,35.90399932861328,-7.440999984741211
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6762,J02236-14519,,35.918,-14.866,0.27,0.037,5.6,6.3,,1e+20,,,,,NED,35.917999267578125,-14.866000175476074
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6763,J02237-05016,,35.93,-5.027,0.895,0.055,6.2,7.4,,1e+20,,HSCJ022347-050035,14,HSCS J022347-050035,NED,35.93000030517578,-5.0269999504089355
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6764,J02237-04312,,35.933,-4.521,0.37,0.04,5.1,5.8,,0.436,14,HSCJ022342-043052,14,HSCS J022342-043052,NED,35.93299865722656,-4.520999908447266
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6765,J02237-13065,,35.936,-13.109,0.45,0.042,7.3,8.8,,1e+20,,,,,NED,35.93600082397461,-13.109000205993652
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6766,J02237-01180,,35.943,-1.3,0.405,0.041,9.1,11.5,,1e+20,,RMJ022347.0-011813.6,12,[RRB2014] RM J022347.0-011813.6,NED,35.94300079345703,-1.2999999523162842
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6767,J02237-06526,,35.946,-6.878,0.21,0.035,6.0,6.7,,1e+20,,,,,NED,35.94599914550781,-6.877999782562256
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6768,J02238+04534,,35.953,4.891,0.87,0.054,5.0,5.9,,1e+20,,,,,NED,35.952999114990234,4.890999794006348
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6769,J02238-02228,,35.957,-2.38,0.64,0.048,6.1,7.3,,1e+20,,,,,NED,35.957000732421875,-2.380000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6770,J02238-05366,,35.959,-5.611,0.47,0.043,9.9,12.8,,0.498,12,RMJ022350.5-053639.7,"12,14",[RRB2014] RM J022350.5-053639.7,NED,35.95899963378906,-5.611000061035156
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6771,J02238-14511,,35.963,-14.853,1.37,0.069,5.2,6.3,,1e+20,,,,,NED,35.9630012512207,-14.852999687194824
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6772,J02238-13497,,35.964,-13.829,0.835,0.053,5.3,6.3,,1e+20,,,,,NED,35.9640007019043,-13.829000473022461
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6773,J02238+04250,,35.967,4.418,0.24,0.036,5.1,5.7,,1e+20,,,,,NED,35.96699905395508,4.418000221252441
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6774,J02238+02530,,35.967,2.884,0.46,0.042,5.4,6.3,,1e+20,,,,,NED,35.96699905395508,2.884000062942505
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6775,J02238-03458,,35.97,-3.764,1.15,0.062,6.3,7.7,,1e+20,,,,,NED,35.970001220703125,-3.7639999389648438
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6776,J02239-00082,,35.973,-0.137,0.99,0.058,5.2,6.1,,1e+20,,HSCJ022355-000750,14,HSCS J022355-000750,NED,35.972999572753906,-0.13699999451637268
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6777,J02239+04124,,35.977,4.208,0.81,0.052,6.2,7.4,,1e+20,,,,,NED,35.97700119018555,4.208000183105469
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6778,J02239-02522,,35.977,-2.87,0.16,0.034,5.5,6.1,,0.174,9,XLSSC 35,"9,11,14",XLSSC 35,NED,35.97700119018555,-2.869999885559082
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6779,J02239-09427,,35.979,-9.712,1.02,0.059,5.0,5.9,,1e+20,,,,,NED,35.979000091552734,-9.711999893188477
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6780,J02239-00420,,35.98,-0.7,0.61,0.047,5.0,5.8,,1e+20,,,,,NED,35.97999954223633,-0.699999988079071
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6781,J02239-05078,,35.98,-5.13,0.91,0.055,5.7,6.8,,1e+20,,,,,NED,35.97999954223633,-5.130000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6782,J02239-13535,,35.988,-13.892,0.46,0.042,10.0,13.0,,1e+20,,,,,NED,35.987998962402344,-13.892000198364258
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6783,J02239-07057,,35.989,-7.095,0.42,0.041,5.4,6.2,,1e+20,,,,,NED,35.98899841308594,-7.09499979019165
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6784,J02239-04354,,35.99,-4.591,0.46,0.042,7.9,9.7,,0.494,9,XLSSC 49,"9,11,12,14",XLSSC 49,NED,35.9900016784668,-4.591000080108643
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6785,J02239+03590,,35.99,3.984,1.61,0.076,6.2,8.1,,1e+20,,,,,NED,35.9900016784668,3.9839999675750732
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6786,J02239-03434,,35.99,-3.724,0.79,0.052,5.4,6.4,,1e+20,,HSCJ022356-034314,14,HSCS J022356-034314,NED,35.9900016784668,-3.7239999771118164
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6787,J02240-00216,,35.997,-0.36,1.39,0.069,5.2,6.3,,1e+20,,,,,NED,35.99700164794922,-0.36000001430511475
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6788,J02240-13351,,35.999,-13.586,0.38,0.04,5.9,6.8,,1e+20,,,,,NED,35.999000549316406,-13.586000442504883
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6789,J02240+04100,,36.0,4.168,0.85,0.054,5.7,6.8,,1e+20,,,,,NED,36.0,4.168000221252441
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6790,J02240+01262,,36.003,1.437,0.46,0.042,8.0,9.8,,1e+20,,RMJ022400.9+012555.1,12,[RRB2014] RM J022400.9+012555.1,NED,36.00299835205078,1.437000036239624
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6791,J02240-08357,,36.006,-8.595,0.27,0.037,15.4,21.0,,0.274,1,Abell  348,"1,2,12",Abell  348,NED,36.00600051879883,-8.595000267028809
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6792,J02240+04016,,36.007,4.027,1.92,0.085,5.2,6.6,,1e+20,,,,,NED,36.00699996948242,4.0269999504089355
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6793,J02240+03080,,36.013,3.134,0.35,0.039,6.2,7.3,,0.361,12,RMJ022401.8+030736.6,12,[RRB2014] RM J022401.8+030736.6,NED,36.01300048828125,3.134000062942505
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6794,J02240-05174,,36.017,-5.291,0.45,0.042,5.8,6.9,,1e+20,,,,,NED,36.016998291015625,-5.290999889373779
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6795,J02240-06495,,36.017,-6.825,0.335,0.039,5.8,6.7,,1e+20,,,,,NED,36.016998291015625,-6.824999809265137
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6796,J02240-08153,,36.02,-8.255,0.26,0.037,5.4,6.2,,1e+20,,,,,NED,36.02000045776367,-8.255000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6797,J02240-14095,,36.021,-14.159,0.29,0.037,10.0,12.6,,1e+20,,,,,NED,36.020999908447266,-14.159000396728516
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6798,J02241+02418,,36.027,2.697,0.3,0.038,5.5,6.3,,1e+20,,,,,NED,36.027000427246094,2.697000026702881
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6799,J02241-10567,,36.039,-10.945,0.435,0.042,6.2,7.3,,1e+20,,,,,NED,36.03900146484375,-10.944999694824219
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6800,J02241+01404,,36.04,1.673,0.86,0.054,5.8,6.9,,1e+20,,,,,NED,36.040000915527344,1.6729999780654907
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6801,J02241-03556,,36.047,-3.927,0.53,0.044,5.5,6.5,,1e+20,,,,,NED,36.047000885009766,-3.927000045776367
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6802,J02242-14139,,36.048,-14.233,0.65,0.048,6.3,7.5,,1e+20,,,,,NED,36.04800033569336,-14.232999801635742
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6803,J02242-05400,,36.049,-5.668,0.87,0.054,6.5,7.9,,1e+20,,,,,NED,36.04899978637695,-5.668000221252441
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6804,J02242-00142,,36.05,-0.237,0.39,0.04,5.1,5.9,,1e+20,,,,,NED,36.04999923706055,-0.2370000034570694
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6805,J02242+02390,,36.057,2.65,0.37,0.04,7.1,8.5,,1e+20,,,,,NED,36.05699920654297,2.6500000953674316
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6806,J02242+00000,,36.067,0.0,0.405,0.041,5.1,5.8,,1e+20,,,,,NED,36.06700134277344,0.0
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6807,J02243+01230,,36.08,1.383,0.51,0.044,5.2,5.9,,1e+20,,,,,NED,36.08000183105469,1.3830000162124634
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6808,J02243-02542,,36.08,-2.904,0.44,0.042,5.3,6.1,,1e+20,,,,,NED,36.08000183105469,-2.9040000438690186
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6809,J02243-05364,,36.093,-5.608,0.43,0.041,6.7,8.0,,1e+20,,,,,NED,36.09299850463867,-5.607999801635742
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6810,J02243-11555,,36.094,-11.925,0.35,0.039,6.3,7.3,,1e+20,,,,,NED,36.09400177001953,-11.925000190734863
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6811,J02243-09237,,36.095,-9.395,1.46,0.071,5.5,6.8,,1e+20,,,,,NED,36.095001220703125,-9.395000457763672
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6812,J02243-14327,,36.095,-14.547,1.03,0.059,5.3,6.3,,1e+20,,,,,NED,36.095001220703125,-14.54699993133545
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6813,J02243-04436,,36.097,-4.728,0.485,0.043,6.4,7.6,,1e+20,,,,,NED,36.09700012207031,-4.728000164031982
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6814,J02244+04372,,36.1,4.621,0.86,0.054,5.4,6.3,,1e+20,,,,,NED,36.099998474121094,4.620999813079834
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6815,J02244-12375,,36.102,-12.626,0.57,0.046,11.5,15.4,,1e+20,,,,,NED,36.10200119018555,-12.62600040435791
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6816,J02244-13005,,36.104,-13.009,0.52,0.044,6.2,7.3,,1e+20,,,,,NED,36.104000091552734,-13.008999824523926
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6817,J02244+00396,,36.107,0.66,0.59,0.046,5.1,5.8,,1e+20,,,,,NED,36.106998443603516,0.6600000262260437
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6818,J02244-08067,,36.108,-8.112,0.68,0.049,7.0,8.5,,1e+20,,,,,NED,36.108001708984375,-8.112000465393066
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6819,J02244-04597,,36.11,-4.995,0.51,0.044,5.8,6.7,,1e+20,,,,,NED,36.11000061035156,-4.994999885559082
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6820,J02244-00406,,36.12,-0.677,0.865,0.054,5.4,6.4,,1e+20,,,,,NED,36.119998931884766,-0.6769999861717224
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6821,J02244-11281,,36.123,-11.469,0.395,0.04,5.4,6.3,,1e+20,,,,,NED,36.12300109863281,-11.468999862670898
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6822,J02245-01350,,36.123,-1.583,0.59,0.046,6.4,7.7,,1e+20,,,,,NED,36.12300109863281,-1.5829999446868896
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6823,J02245-04500,,36.124,-4.835,0.45,0.042,11.3,15.0,,0.49,11,XMMXCS J022427.3-045028.1,"11,12,14",XMMXCS J022427.3-045028.1,NED,36.124000549316406,-4.835000038146973
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6824,J02245-00328,,36.127,-0.547,0.55,0.045,6.7,8.1,,1e+20,,HSCJ022436-003354,14,HSCS J022436-003354,NED,36.12699890136719,-0.546999990940094
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6825,J02245+01032,,36.13,1.053,0.84,0.053,7.8,9.7,,0.829,2,ACT-CL J0224.5+0102,"2,14",ACT-CL J0224.5+0102,NED,36.130001068115234,1.0529999732971191
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6826,J02245-07305,,36.139,-7.509,0.28,0.037,8.4,10.1,,0.277,2,ACT-CL J0224.5-0730,"2,12",ACT-CL J0224.5-0730,NED,36.138999938964844,-7.508999824523926
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6827,J02245-14378,,36.143,-14.63,0.28,0.037,6.0,6.9,,1e+20,,,,,NED,36.143001556396484,-14.630000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6828,J02245+01358,,36.143,1.597,1.33,0.068,6.3,7.9,,1e+20,,HSCJ022433+013531,14,HSCS J022433+013531,NED,36.143001556396484,1.597000002861023
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6829,J02245+03288,,36.144,3.481,1.28,0.066,5.5,6.7,,1e+20,,,,,NED,36.14400100708008,3.4809999465942383
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6830,J02245-04142,,36.144,-4.238,0.26,0.037,8.2,9.8,,0.263,9,XLSSC 44,"9,11,14",XLSSC 44,NED,36.14400100708008,-4.23799991607666
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6831,J02246-00346,,36.153,-0.577,1.43,0.07,5.8,7.2,,1e+20,,,,,NED,36.15299987792969,-0.5770000219345093
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6832,J02246-01182,,36.153,-1.303,0.54,0.045,7.7,9.4,,1e+20,,HSCJ022436-011739,14,HSCS J022436-011739,NED,36.15299987792969,-1.3029999732971191
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6833,J02246-08191,,36.158,-8.319,0.52,0.044,7.2,8.8,,1e+20,,,,,NED,36.15800094604492,-8.319000244140625
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6834,J02246-11523,,36.159,-11.872,1.23,0.065,5.7,6.9,,1e+20,,,,,NED,36.159000396728516,-11.871999740600586
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6835,J02246+00412,,36.16,0.687,0.56,0.045,7.7,9.5,,0.586,14,HSCJ022436+004134,14,HSCS J022436+004134,NED,36.15999984741211,0.6869999766349792
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6836,J02246+03442,,36.16,3.737,0.65,0.048,6.1,7.2,,1e+20,,,,,NED,36.15999984741211,3.736999988555908
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6837,J02246-09363,,36.168,-9.606,1.62,0.076,5.9,7.5,,1e+20,,,,,NED,36.167999267578125,-9.605999946594238
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6838,J02247-14067,,36.179,-14.113,0.72,0.05,6.6,7.9,,1e+20,,,,,NED,36.17900085449219,-14.11299991607666
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6839,J02247-07339,,36.18,-7.566,1.48,0.072,5.9,7.5,,1e+20,,,,,NED,36.18000030517578,-7.565999984741211
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6840,J02247+01216,,36.183,1.36,0.25,0.036,6.3,7.3,,1e+20,,RMJ022443.3+012248.3,12,[RRB2014] RM J022443.3+012248.3,NED,36.18299865722656,1.3600000143051147
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6841,J02247+03366,,36.184,3.611,0.47,0.043,5.4,6.2,,1e+20,,,,,NED,36.183998107910156,3.6110000610351562
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6842,J02247+03496,,36.184,3.827,0.36,0.039,5.3,6.1,,1e+20,,,,,NED,36.183998107910156,3.8269999027252197
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6843,J02247-00360,,36.187,-0.6,0.9,0.055,5.0,5.8,,1e+20,,HSCJ022445-003551,14,HSCS J022445-003551,NED,36.1870002746582,-0.6000000238418579
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6844,J02247-08127,,36.188,-8.212,0.27,0.037,8.2,10.0,,1e+20,,RMJ022446.0-081243.9,12,[RRB2014] RM J022446.0-081243.9,NED,36.1879997253418,-8.211999893188477
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6845,J02247-07291,,36.19,-7.486,0.71,0.05,5.3,6.2,,1e+20,,,,,NED,36.189998626708984,-7.486000061035156
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6846,J02248-07111,,36.204,-7.185,0.72,0.05,5.3,6.2,,1e+20,,,,,NED,36.20399856567383,-7.184999942779541
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6847,J02248-07129,,36.211,-7.216,0.895,0.055,5.4,6.4,,1e+20,,,,,NED,36.21099853515625,-7.216000080108643
