catalog,vizier_source,vizier_table,recno,Zwicky,RA1950,DE1950,Type,GalCnt,Diam,DistGroup,GLON,GLAT,RLamb,XLamb,YLamb,SGLON,SGLAT,ClusRad,ClusArea,Pop,_RA.icrs,_DE.icrs,RA_deg,Dec_deg
zwicky,VII/4A/zwicky,VII/4A/zwicky,5976,5976,13 24.7,+13 51,2,106,1.6,3,336.35,74.1,0.2767,-0.111,0.2534,105.31,11.21,0.15,0.07,1515,13 27 09.8,+13 35 27,201.7908333333333,13.590833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,5977,5977,13 24.7,+19 07,2,80,1.3,5,349.56,78.35,0.2029,-0.0368,0.1996,100.08,12.4,0.12,0.046,1732,13 27 07.3,+18 51 27,201.78041666666664,18.8575
zwicky,VII/4A/zwicky,VII/4A/zwicky,5978,5978,13 24.7,+62 08,2,63,2.2,5,115.78,54.76,0.6053,0.5451,-0.2633,55.76,17.51,0.21,0.132,476,13 26 29.9,+61 52 27,201.6245833333333,61.87416666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,5979,5979,13 24.8,+14 23,1,151,2.0,3,337.43,74.54,0.2689,-0.1032,0.2484,104.8,11.36,0.19,0.109,1381,13 27 15.5,+14 07 28,201.8145833333333,14.124444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,5980,5980,13 24.9,+71 46,2,136,4.8,3,119.02,45.36,0.7596,0.6643,-0.3685,45.68,17.35,0.45,0.63,216,13 26 14.3,+71 30 27,201.5595833333333,71.5075
zwicky,VII/4A/zwicky,VII/4A/zwicky,5981,5981,13 25.0,+19 44,3,68,1.0,5,351.98,78.75,0.1961,-0.0274,0.1942,99.47,12.6,0.09,0.027,2488,13 27 25.0,+19 28 28,201.85416666666663,19.474444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,5982,5982,13 25.0,+23 46,2,270,4.9,3,10.88,81.11,0.155,0.0293,0.1522,95.42,13.43,0.46,0.656,411,13 27 23.0,+23 30 28,201.8458333333333,23.50777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,5983,5983,13 25.2,+27 25,2,134,1.3,3,35.2,81.97,0.1401,0.0808,0.1145,91.74,14.17,0.12,0.046,2901,13 27 33.1,+27 09 28,201.88791666666663,27.157777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,5984,5984,13 25.2,+29 16,3,105,1.2,5,48.31,81.82,0.1426,0.1065,0.0949,89.86,14.5,0.11,0.039,2668,13 27 32.1,+29 00 28,201.88374999999996,29.00777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,5985,5985,13 25.3,+20 28,2,108,1.6,5,355.03,79.2,0.1883,-0.0163,0.1876,98.75,12.82,0.15,0.07,1543,13 27 42.6,+20 12 28,201.92749999999998,20.20777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,5986,5986,13 25.6,+13 31,3,46,0.6,5,336.43,73.7,0.2835,-0.1134,0.2599,105.7,11.35,0.06,0.01,4676,13 28 03.9,+13 15 29,202.01624999999999,13.258055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,5987,5987,13 25.7,+66 43,2,84,1.6,5,117.34,50.28,0.6795,0.6036,-0.3121,50.96,17.59,0.15,0.07,1200,13 27 18.9,+66 27 29,201.82874999999996,66.45805555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,5988,5988,13 26.0,+13 00,2,59,1.1,4,335.82,73.2,0.2921,-0.1197,0.2665,106.24,11.32,0.1,0.033,1784,13 28 28.1,+12 44 30,202.1170833333333,12.741666666666665
zwicky,VII/4A/zwicky,VII/4A/zwicky,5989,5989,13 26.0,+17 41,3,148,2.4,4,346.2,77.07,0.2251,-0.0537,0.2186,101.58,12.39,0.22,0.157,940,13 28 25.9,+17 25 30,202.10791666666663,17.425
zwicky,VII/4A/zwicky,VII/4A/zwicky,5990,5990,13 26.1,+12 36,2,430,4.5,4,335.22,72.84,0.2983,-0.125,0.2709,106.64,11.25,0.42,0.553,777,13 28 34.3,+12 20 30,202.14291666666665,12.341666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,5991,5991,13 26.1,+22 43,2,236,2.7,4,5.89,80.39,0.1676,0.0172,0.1667,96.53,13.46,0.25,0.199,1184,13 28 29.4,+22 27 30,202.12249999999997,22.458333333333332
zwicky,VII/4A/zwicky,VII/4A/zwicky,5992,5992,13 26.1,+65 33,2,43,0.6,5,116.86,51.41,0.6609,0.5896,-0.2986,52.19,17.65,0.06,0.01,4371,13 27 45.7,+65 17 29,201.9404166666666,65.29138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5993,5993,13 26.4,+16 12,2,277,4.8,3,342.63,75.84,0.2465,-0.0736,0.2352,103.08,12.15,0.45,0.63,439,13 28 50.6,+15 56 30,202.2108333333333,15.941666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5994,5994,13 26.4,+27 10,2,96,1.3,5,33.54,81.69,0.1449,0.0801,0.1208,92.04,14.38,0.12,0.046,2078,13 28 45.0,+26 54 30,202.18749999999997,26.90833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,5995,5995,13 26.5,+27 31,3,85,1.0,5,35.97,81.68,0.145,0.0852,0.1174,91.69,14.47,0.09,0.027,3110,13 28 50.8,+27 15 30,202.21166666666664,27.258333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,5996,5996,13 26.5,+28 12,1,71,1.8,5,40.69,81.67,0.1452,0.0947,0.1101,91.0,14.59,0.17,0.089,801,13 28 50.5,+27 56 30,202.21041666666665,27.941666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5997,5997,13 26.5,+54 54,2,184,4.1,3,111.62,61.67,0.4895,0.4551,-0.1803,63.36,17.57,0.38,0.459,400,13 28 28.5,+54 38 30,202.11874999999998,54.641666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5998,5998,13 26.6,+37 50,2,117,3.6,1,88.25,76.92,0.2278,0.2277,0.0069,81.13,16.1,0.34,0.354,330,13 28 50.5,+37 34 30,202.21041666666665,37.575
zwicky,VII/4A/zwicky,VII/4A/zwicky,5999,5999,13 26.7,+10 00,1,116,3.5,2,331.83,70.47,0.3393,-0.1602,0.2991,109.24,10.76,0.33,0.335,346,13 29 11.4,+09 44 31,202.29749999999996,9.741944444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,6000,6000,13 26.7,+19 38,2,129,3.0,3,353.03,78.39,0.2023,-0.0246,0.2008,99.66,12.97,0.28,0.246,524,13 29 06.9,+19 22 31,202.27874999999995,19.37527777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6001,6001,13 26.7,+57 52,1,66,1.6,5,113.31,58.82,0.5375,0.4936,-0.2127,60.25,17.7,0.15,0.07,943,13 28 36.3,+57 36 30,202.15124999999998,57.608333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,6002,6002,13 27.0,+69 58,2,105,2.2,5,118.24,47.08,0.7317,0.6446,-0.3462,47.55,17.6,0.21,0.132,793,13 28 25.8,+69 42 31,202.1075,69.70861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,6003,6003,13 27.1,+22 59,3,88,1.0,5,7.96,80.32,0.1687,0.0234,0.1671,96.31,13.75,0.09,0.027,3220,13 29 29.2,+22 43 31,202.37166666666664,22.725277777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,6004,6004,13 27.1,+31 34,3,74,0.7,5,61.97,80.73,0.1617,0.1427,0.076,87.59,15.28,0.07,0.013,5526,13 29 24.4,+31 18 31,202.35166666666663,31.308611111111112
zwicky,VII/4A/zwicky,VII/4A/zwicky,6005,6005,13 27.3,+11 45,1,449,10.5,1,334.72,71.96,0.3136,-0.1339,0.2836,107.55,11.33,0.98,3.013,149,13 29 46.6,+11 29 32,202.44416666666663,11.492222222222221
zwicky,VII/4A/zwicky,VII/4A/zwicky,6006,6006,13 27.6,-01 34,2,358,4.8,2,322.33,59.58,0.5247,-0.3207,0.4153,120.62,7.96,0.45,0.63,568,13 30 10.5,-01 49 28,202.54374999999996,-1.8244444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,6007,6007,13 27.7,+13 55,3,46,0.6,5,338.72,73.78,0.2822,-0.1024,0.263,105.42,11.93,0.06,0.01,4676,13 30 09.6,+13 39 32,202.53999999999996,13.658888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,6008,6008,13 27.7,+25 44,1,103,1.7,4,24.29,81.19,0.1536,0.0632,0.14,93.55,14.41,0.16,0.079,1304,13 30 03.7,+25 28 32,202.51541666666662,25.475555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,6009,6009,13 27.8,+18 39,3,163,1.8,4,350.58,77.51,0.2176,-0.0356,0.2146,100.7,13.02,0.17,0.089,1841,13 30 13.3,+18 23 33,202.55541666666664,18.3925
zwicky,VII/4A/zwicky,VII/4A/zwicky,6010,6010,13 27.8,+26 20,2,149,2.8,4,28.18,81.28,0.152,0.0718,0.134,92.95,14.54,0.26,0.214,695,13 30 09.3,+26 04 33,202.53875,26.075833333333332
zwicky,VII/4A/zwicky,VII/4A/zwicky,6011,6011,13 27.9,+18 56,2,53,1.0,4,351.58,77.7,0.2143,-0.0314,0.212,100.42,13.1,0.09,0.027,1939,13 30 19.1,+18 40 33,202.57958333333332,18.675833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,6012,6012,13 27.9,+30 59,3,113,1.1,5,58.21,80.79,0.1606,0.1365,0.0846,88.21,15.36,0.1,0.033,3417,13 30 12.6,+30 43 33,202.55249999999998,30.72583333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,6013,6013,13 27.9,+66 15,2,84,3.1,4,116.84,50.68,0.6728,0.6004,-0.3037,51.44,17.82,0.29,0.263,319,13 29 30.8,+65 59 32,202.37833333333327,65.99222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,6014,6014,13 28.0,+30 26,2,58,0.8,5,54.88,80.95,0.1578,0.1291,0.0908,88.78,15.29,0.07,0.017,3316,13 30 19.0,+30 10 33,202.57916666666665,30.175833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,6015,6015,13 28.0,+60 31,1,80,4.1,3,114.38,56.23,0.5809,0.5292,-0.2398,57.47,17.9,0.38,0.459,174,13 29 49.3,+60 15 33,202.45541666666665,60.259166666666665
zwicky,VII/4A/zwicky,VII/4A/zwicky,6016,6016,13 28.0,+61 56,2,55,1.5,5,115.04,54.86,0.6037,0.547,-0.2555,55.98,17.9,0.14,0.061,894,13 29 46.6,+61 40 32,202.44416666666663,61.675555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,6017,6017,13 28.1,+11 48,2,62,0.8,5,335.35,71.91,0.3145,-0.1312,0.2858,107.54,11.53,0.07,0.017,3545,13 30 34.5,+11 32 33,202.64374999999998,11.5425
zwicky,VII/4A/zwicky,VII/4A/zwicky,6018,6018,13 28.2,+42 15,1,390,18.6,2,97.25,73.14,0.2932,0.2909,-0.037,76.6,16.92,1.73,9.454,41,13 30 22.8,+41 59 33,202.595,41.9925
zwicky,VII/4A/zwicky,VII/4A/zwicky,6019,6019,13 28.3,+39 05,2,66,1.1,4,90.48,75.74,0.2483,0.2483,-0.0021,79.88,16.58,0.1,0.033,1996,13 30 31.2,+38 49 33,202.62999999999997,38.825833333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,6020,6020,13 28.3,+65 09,2,77,1.9,4,116.35,51.74,0.6554,0.5873,-0.2909,52.6,17.89,0.18,0.099,780,13 29 57.4,+64 53 33,202.48916666666665,64.89250000000001
zwicky,VII/4A/zwicky,VII/4A/zwicky,6021,6021,13 28.5,+32 05,2,419,5.0,4,64.03,80.24,0.1702,0.153,0.0745,87.11,15.66,0.47,0.683,613,13 30 47.9,+31 49 34,202.69958333333332,31.82611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,6022,6022,13 28.6,+17 25,1,199,3.9,3,347.52,76.47,0.2356,-0.0509,0.23,101.98,12.93,0.36,0.416,478,13 31 01.8,+17 09 34,202.7575,17.159444444444443
zwicky,VII/4A/zwicky,VII/4A/zwicky,6023,6023,13 28.6,+57 15,1,113,5.2,3,112.49,59.34,0.5288,0.4886,-0.2023,60.91,17.93,0.48,0.739,152,13 30 30.4,+56 59 34,202.62666666666664,56.99277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6024,6024,13 28.6,+62 24,1,70,1.9,5,115.14,54.39,0.6115,0.5536,-0.2598,55.49,17.97,0.18,0.099,709,13 30 21.4,+62 08 33,202.58916666666664,62.1425
zwicky,VII/4A/zwicky,VII/4A/zwicky,6025,6025,13 28.7,+46 33,2,97,1.7,5,103.39,69.31,0.3591,0.3493,-0.0832,72.12,17.41,0.16,0.079,1228,13 30 49.0,+46 17 34,202.70416666666662,46.29277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6026,6026,13 28.8,+05 10,1,114,1.7,3,327.85,65.83,0.4187,-0.2228,0.3545,114.13,10.05,0.16,0.079,1443,13 31 19.5,+04 54 34,202.83124999999998,4.9094444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,6027,6027,13 28.8,+27 43,1,118,1.4,4,37.36,81.18,0.1539,0.0934,0.1223,91.58,15.0,0.13,0.054,2203,13 31 08.4,+27 27 34,202.78499999999997,27.459444444444443
zwicky,VII/4A/zwicky,VII/4A/zwicky,6028,6028,13 28.9,+27 27,1,114,1.4,5,35.62,81.15,0.1543,0.0899,0.1255,91.86,14.98,0.13,0.054,2128,13 31 14.5,+27 11 34,202.81041666666664,27.192777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6029,6029,13 28.9,+65 18,2,129,4.8,2,116.31,51.58,0.6581,0.5899,-0.2917,52.44,17.95,0.45,0.63,204,13 30 32.7,+65 02 34,202.63624999999996,65.04277777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,6030,6030,13 29.0,+18 52,3,62,1.1,5,352.21,77.47,0.2183,-0.0296,0.2163,100.54,13.34,0.1,0.033,1875,13 31 25.1,+18 36 35,202.85458333333332,18.609722222222224
zwicky,VII/4A/zwicky,VII/4A/zwicky,6031,6031,13 29.1,+30 15,3,55,0.5,5,53.36,80.77,0.1609,0.1291,0.096,89.0,15.5,0.05,0.007,8050,13 31 24.9,+29 59 35,202.85375,29.993055555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,6032,6032,13 29.2,+13 10,2,125,1.5,3,338.41,72.95,0.2965,-0.1091,0.2757,106.25,12.11,0.14,0.061,2033,13 31 39.8,+12 54 35,202.91583333333332,12.909722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,6033,6033,13 29.2,+16 21,3,208,2.5,4,345.17,75.56,0.2514,-0.0644,0.2431,103.08,12.84,0.23,0.171,1217,13 31 38.3,+16 05 35,202.90958333333333,16.093055555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,6034,6034,13 29.2,+24 00,2,137,1.4,5,14.66,80.33,0.1686,0.0426,0.1631,95.38,14.42,0.13,0.054,2557,13 31 34.4,+23 44 35,202.89333333333332,23.743055555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,6035,6035,13 29.3,+31 19,3,93,0.9,5,59.46,80.39,0.1675,0.1443,0.0851,87.92,15.71,0.08,0.022,4201,13 31 36.2,+31 03 35,202.9008333333333,31.059722222222224
zwicky,VII/4A/zwicky,VII/4A/zwicky,6036,6036,13 29.4,+48 34,2,76,1.5,4,105.4,67.43,0.3913,0.3773,-0.1039,70.02,17.68,0.14,0.061,1236,13 31 28.8,+48 18 35,202.86999999999998,48.30972222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,6037,6037,13 29.5,+19 31,3,55,0.6,5,354.8,77.83,0.212,-0.0192,0.2112,99.92,13.59,0.06,0.01,5590,13 31 54.7,+19 15 35,202.97791666666666,19.259722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,6038,6038,13 29.5,+24 56,1,137,1.5,4,20.09,80.59,0.1641,0.0564,0.1541,94.44,14.66,0.14,0.061,2228,13 31 51.9,+24 40 35,202.96625,24.67638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,6039,6039,13 29.5,+58 25,3,112,2.1,5,112.94,58.19,0.5481,0.5048,-0.2137,59.68,18.07,0.2,0.121,929,13 31 22.2,+58 09 35,202.8425,58.15972222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,6040,6040,13 29.6,+27 55,3,55,0.7,5,38.64,81.0,0.157,0.098,0.1226,91.41,15.21,0.07,0.013,4107,13 31 56.2,+27 39 36,202.98416666666665,27.66
zwicky,VII/4A/zwicky,VII/4A/zwicky,6041,6041,13 29.6,+61 02,2,99,2.4,5,114.29,55.68,0.5901,0.5379,-0.2428,56.93,18.1,0.22,0.157,628,13 31 23.6,+60 46 35,202.84833333333333,60.77638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,6042,6042,13 29.8,-02 51,1,147,4.7,2,322.61,58.19,0.548,-0.3328,0.4354,122.02,8.13,0.44,0.604,243,13 32 23.1,-03 06 24,203.09624999999997,-3.106666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,6043,6043,13 29.8,+03 06,3,46,0.5,5,326.63,63.82,0.453,-0.2492,0.3783,116.22,9.75,0.05,0.007,6733,13 32 20.4,+02 50 36,203.08499999999998,2.8433333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,6044,6044,13 29.8,+17 25,3,55,0.8,5,348.43,76.28,0.2389,-0.0479,0.234,102.05,13.21,0.07,0.017,3144,13 32 13.7,+17 09 36,203.0570833333333,17.16
zwicky,VII/4A/zwicky,VII/4A/zwicky,6045,6045,13 29.8,+62 50,3,94,2.1,4,115.11,53.94,0.6191,0.5606,-0.2627,55.03,18.1,0.2,0.121,780,13 31 31.9,+62 34 35,202.88291666666666,62.57638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,6046,6046,13 29.9,+41 19,2,82,1.2,5,94.54,73.75,0.2826,0.2818,-0.0224,77.6,17.14,0.11,0.039,2083,13 32 05.2,+41 03 36,203.02166666666665,41.059999999999995
zwicky,VII/4A/zwicky,VII/4A/zwicky,6047,6047,13 29.9,+52 34,2,100,2.2,4,108.9,63.7,0.455,0.4304,-0.1474,65.83,17.98,0.21,0.132,756,13 31 54.2,+52 18 36,202.97583333333333,52.309999999999995
zwicky,VII/4A/zwicky,VII/4A/zwicky,6048,6048,13 29.9,+55 39,2,69,1.1,5,111.15,60.8,0.5041,0.4702,-0.1819,62.59,18.08,0.1,0.033,2086,13 31 50.2,+55 23 36,202.95916666666665,55.39333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,6049,6049,13 29.9,+58 48,1,102,2.2,5,113.06,57.81,0.5545,0.5102,-0.2172,59.28,18.13,0.21,0.132,771,13 31 45.4,+58 32 36,202.93916666666667,58.54333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,6050,6050,13 30.0,+06 05,3,61,0.8,5,329.41,66.56,0.4062,-0.2067,0.3497,113.31,10.57,0.07,0.017,3487,13 32 31.1,+05 49 36,203.1295833333333,5.826666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,6051,6051,13 30.0,+20 27,2,104,1.9,4,358.61,78.34,0.2031,-0.0049,0.203,99.01,13.9,0.18,0.099,1054,13 32 24.2,+20 11 36,203.10083333333333,20.193333333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,6052,6052,13 30.2,+09 49,2,195,3.2,2,333.86,69.91,0.3488,-0.1536,0.3131,109.64,11.55,0.3,0.28,696,13 32 41.3,+09 33 37,203.17208333333332,9.56027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6053,6053,13 30.4,+23 45,1,103,1.5,4,13.94,79.98,0.1746,0.0421,0.1695,95.69,14.64,0.14,0.061,1675,13 32 46.4,+23 29 37,203.1933333333333,23.49361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,6054,6054,13 30.4,+50 47,2,208,2.1,5,107.21,65.33,0.4272,0.4081,-0.1264,67.7,17.97,0.2,0.121,1726,13 32 26.1,+50 31 37,203.10875,50.526944444444446
zwicky,VII/4A/zwicky,VII/4A/zwicky,6055,6055,13 30.5,+20 46,2,92,0.9,5,0.21,78.45,0.2013,0.0007,0.2013,98.71,14.07,0.08,0.022,4156,13 32 54.0,+20 30 37,203.225,20.510277777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,6056,6056,13 30.5,+39 15,2,107,1.4,4,89.56,75.34,0.2552,0.2551,0.002,79.76,17.03,0.13,0.054,1997,13 32 42.6,+38 59 37,203.17749999999998,38.993611111111115
zwicky,VII/4A/zwicky,VII/4A/zwicky,6057,6057,13 30.5,+47 25,3,103,1.9,4,103.67,68.4,0.3748,0.3642,-0.0886,71.24,17.78,0.18,0.099,1044,13 32 35.6,+47 09 37,203.1483333333333,47.16027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6058,6058,13 30.6,+30 11,2,86,0.9,5,52.45,80.47,0.1661,0.1316,0.1012,89.13,15.81,0.08,0.022,3885,13 32 54.7,+29 55 37,203.22791666666666,29.926944444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,6059,6059,13 30.6,+54 40,2,120,3.4,3,110.28,61.7,0.489,0.4587,-0.1695,63.63,18.15,0.32,0.316,379,13 32 33.3,+54 24 37,203.13874999999996,54.41027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6060,6060,13 30.7,+13 47,2,373,8.5,1,340.62,73.27,0.291,-0.0966,0.2745,105.73,12.61,0.79,1.974,188,13 33 09.4,+13 31 37,203.28916666666666,13.526944444444446
zwicky,VII/4A/zwicky,VII/4A/zwicky,6061,6061,13 30.8,+01 38,2,56,0.8,5,326.0,62.36,0.4778,-0.2672,0.3961,117.72,9.6,0.07,0.017,3202,13 33 21.1,+01 22 38,203.33791666666664,1.3772222222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,6062,6062,13 30.8,+19 31,2,270,4.7,3,355.76,77.6,0.216,-0.016,0.2154,99.98,13.89,0.44,0.604,447,13 33 12.6,+19 15 38,203.3025,19.260555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,6063,6063,13 30.8,+21 47,3,128,1.3,5,4.67,78.97,0.1922,0.0157,0.1916,97.7,14.35,0.12,0.046,2771,13 33 11.4,+21 31 38,203.29749999999999,21.52722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,6064,6064,13 30.8,+62 03,3,142,1.6,4,114.55,54.66,0.6071,0.5522,-0.2522,55.85,18.23,0.15,0.07,2029,13 32 33.0,+61 47 37,203.1375,61.79361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,6065,6065,13 31.0,+20 09,3,163,1.8,4,358.19,77.97,0.2095,-0.0066,0.2094,99.36,14.07,0.17,0.089,1841,13 33 24.2,+19 53 38,203.35083333333333,19.89388888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,6066,6066,13 31.1,+18 18,1,71,1.6,5,351.99,76.71,0.2314,-0.0322,0.2291,101.23,13.71,0.15,0.07,1014,13 33 31.2,+18 02 38,203.38,18.04388888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,6067,6067,13 31.1,+18 42,3,73,0.9,5,353.24,76.99,0.2265,-0.0266,0.2249,100.83,13.79,0.08,0.022,3298,13 33 31.0,+18 26 38,203.37916666666666,18.44388888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,6068,6068,13 31.1,+27 11,1,66,1.6,5,34.09,80.65,0.1631,0.0914,0.135,92.22,15.41,0.15,0.07,943,13 33 26.4,+26 55 38,203.35999999999999,26.927222222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,6069,6069,13 31.2,+72 06,3,53,1.1,5,118.44,44.93,0.7666,0.674,-0.3651,45.3,17.82,0.1,0.033,1602,13 32 25.7,+71 50 37,203.10708333333332,71.8436111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,6070,6070,13 31.4,+11 56,1,124,2.0,3,337.8,71.62,0.3195,-0.1207,0.2958,107.61,12.35,0.19,0.109,1134,13 33 52.3,+11 40 39,203.46791666666664,11.6775
zwicky,VII/4A/zwicky,VII/4A/zwicky,6071,6071,13 31.5,+34 32,2,355,14.4,2,73.71,78.44,0.2014,0.1933,0.0565,84.68,16.64,1.34,5.666,62,13 33 45.8,+34 16 39,203.44083333333333,34.277499999999996
zwicky,VII/4A/zwicky,VII/4A/zwicky,6072,6072,13 31.6,+17 59,3,88,1.2,4,351.4,76.4,0.2367,-0.0354,0.2341,101.57,13.76,0.11,0.039,2236,13 34 01.3,+17 43 39,203.50541666666663,17.7275
zwicky,VII/4A/zwicky,VII/4A/zwicky,6073,6073,13 31.7,+38 05,1,365,12.4,2,85.74,76.07,0.2426,0.2419,0.018,81.0,17.12,1.16,4.202,86,13 33 55.2,+37 49 39,203.47999999999996,37.8275
zwicky,VII/4A/zwicky,VII/4A/zwicky,6074,6074,13 31.8,+01 14,3,58,0.6,5,326.2,61.89,0.4856,-0.2701,0.4036,118.19,9.73,0.06,0.01,5895,13 34 21.3,+00 58 39,203.58874999999995,0.9775
zwicky,VII/4A/zwicky,VII/4A/zwicky,6075,6075,13 31.8,+20 30,3,166,2.1,4,0.07,78.04,0.2083,0.0002,0.2083,99.04,14.32,0.2,0.121,1377,13 34 12.0,+20 14 39,203.54999999999998,20.24416666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,6076,6076,13 31.8,+20 50,2,104,1.1,5,1.37,78.24,0.2049,0.0049,0.2048,98.71,14.39,0.1,0.033,3145,13 34 11.8,+20 34 39,203.54916666666662,20.5775
zwicky,VII/4A/zwicky,VII/4A/zwicky,6077,6077,13 31.9,+32 34,2,94,0.8,5,64.69,79.38,0.1851,0.1673,0.0791,86.72,16.44,0.07,0.017,5374,13 34 11.0,+32 18 39,203.5458333333333,32.31083333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,6078,6078,13 32.0,+26 05,2,345,7.7,2,27.64,80.31,0.1689,0.0783,0.1496,93.38,15.43,0.72,1.62,212,13 34 20.9,+25 49 40,203.5870833333333,25.82777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6079,6079,13 32.1,+24 21,1,147,3.3,3,17.94,79.84,0.1771,0.0546,0.1685,95.15,15.13,0.31,0.298,493,13 34 27.9,+24 05 40,203.61624999999998,24.094444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,6080,6080,13 32.1,+31 48,3,164,1.7,4,60.76,79.66,0.1803,0.1573,0.0881,87.52,16.37,0.16,0.079,2076,13 34 23.5,+31 32 40,203.59791666666663,31.544444444444448
zwicky,VII/4A/zwicky,VII/4A/zwicky,6081,6081,13 32.2,+41 34,2,119,1.5,5,93.8,73.3,0.2904,0.2898,-0.0192,77.38,17.6,0.14,0.061,1935,13 34 22.4,+41 18 40,203.5933333333333,41.31111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,6082,6082,13 32.5,+17 40,2,99,1.6,4,351.12,76.03,0.2433,-0.0376,0.2403,101.93,13.89,0.15,0.07,1415,13 34 55.4,+17 24 40,203.73083333333332,17.41111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,6083,6083,13 32.5,+25 56,2,87,1.0,5,26.89,80.18,0.1713,0.0775,0.1528,93.55,15.5,0.09,0.027,3183,13 34 50.9,+25 40 40,203.7120833333333,25.67777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,6084,6084,13 32.5,+39 01,2,105,1.5,5,87.8,75.27,0.2564,0.2562,0.0099,80.05,17.39,0.14,0.061,1707,13 34 42.4,+38 45 40,203.67666666666665,38.76111111111111
