catalog,vizier_source,vizier_table,recno,Zwicky,RA1950,DE1950,Type,GalCnt,Diam,DistGroup,GLON,GLAT,RLamb,XLamb,YLamb,SGLON,SGLAT,ClusRad,ClusArea,Pop,_RA.icrs,_DE.icrs,RA_deg,Dec_deg
zwicky,VII/4A/zwicky,VII/4A/zwicky,5867,5867,13 17.3,+70 18,3,211,2.8,5,119.52,46.91,0.7345,0.6392,-0.3619,47.22,16.77,0.26,0.214,984,13 18 49.9,+70 02 16,199.70791666666668,70.03777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,5868,5868,13 17.5,+22 07,1,102,1.1,4,355.31,81.65,0.1456,-0.0119,0.1451,96.71,11.4,0.1,0.033,3084,13 19 54.7,+21 51 16,199.97791666666666,21.854444444444447
zwicky,VII/4A/zwicky,VII/4A/zwicky,5869,5869,13 17.5,+31 05,2,84,1.4,4,65.35,82.78,0.126,0.1145,0.0525,87.72,13.18,0.13,0.054,1568,13 19 50.3,+30 49 16,199.9595833333333,30.82111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5870,5870,13 17.5,+43 10,3,147,2.1,4,104.75,73.21,0.292,0.2824,-0.0743,75.41,15.08,0.2,0.121,1219,13 19 42.8,+42 54 16,199.9283333333333,42.904444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,5871,5871,13 17.5,+51 11,2,72,1.4,5,112.15,65.61,0.4224,0.3913,-0.1592,67.13,15.97,0.13,0.054,1344,13 19 36.0,+50 55 16,199.89999999999998,50.92111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5872,5872,13 17.6,+29 43,3,46,0.5,5,54.93,83.31,0.1167,0.0955,0.0671,89.1,12.95,0.05,0.007,6733,13 19 57.0,+29 27 17,199.98749999999998,29.454722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,5873,5873,13 17.6,+49 05,1,80,1.6,5,110.63,67.63,0.388,0.3631,-0.1367,69.32,15.78,0.15,0.07,1143,13 19 43.9,+48 49 16,199.93291666666664,48.821111111111115
zwicky,VII/4A/zwicky,VII/4A/zwicky,5874,5874,13 17.7,+67 08,3,71,1.5,4,118.67,50.03,0.6836,0.5998,-0.328,50.53,16.8,0.14,0.061,1154,13 19 22.9,+66 52 16,199.84541666666664,66.8711111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5875,5875,13 17.8,+05 25,3,53,0.7,5,321.6,66.97,0.3992,-0.248,0.3128,113.17,7.47,0.07,0.013,3958,13 20 19.7,+05 09 17,200.08208333333332,5.154722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5876,5876,13 17.8,+28 24,1,98,1.4,5,43.61,83.56,0.1123,0.0775,0.0813,90.43,12.75,0.13,0.054,1829,13 20 09.6,+28 08 17,200.04,28.138055555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,5877,5877,13 17.9,+25 37,2,241,4.7,3,19.21,83.29,0.117,0.0385,0.1105,93.23,12.22,0.44,0.604,399,13 20 17.0,+25 21 17,200.07083333333333,25.354722222222225
zwicky,VII/4A/zwicky,VII/4A/zwicky,5878,5878,13 17.9,+33 50,3,147,8.4,1,80.77,81.06,0.1559,0.1539,0.025,84.95,13.75,0.78,1.928,76,13 20 12.7,+33 34 17,200.05291666666665,33.57138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5879,5879,13 17.9,+60 25,2,187,4.6,3,116.52,56.62,0.5744,0.514,-0.2565,57.54,16.65,0.43,0.578,323,13 19 48.3,+60 09 17,199.95124999999996,60.15472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5880,5880,13 18.0,+02 09,2,69,1.1,5,319.6,63.81,0.4531,-0.2936,0.3451,116.36,6.65,0.1,0.033,2086,13 20 33.0,+01 53 17,200.1375,1.8880555555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,5881,5881,13 18.0,+02 48,1,99,2.6,2,319.99,64.44,0.4424,-0.2844,0.3388,115.73,6.83,0.24,0.185,535,13 20 32.7,+02 32 17,200.13625,2.5380555555555553
zwicky,VII/4A/zwicky,VII/4A/zwicky,5882,5882,13 18.0,+28 50,2,91,2.0,4,47.33,83.45,0.1143,0.084,0.0775,90.0,12.87,0.19,0.109,832,13 20 21.4,+28 34 17,200.08916666666667,28.57138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5883,5883,13 18.0,+41 46,2,322,5.7,3,102.43,74.46,0.2704,0.2641,-0.0582,76.86,14.98,0.53,0.888,362,13 20 13.7,+41 30 17,200.0570833333333,41.50472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5884,5884,13 18.1,+17 40,2,132,2.6,3,339.09,78.18,0.2059,-0.0735,0.1924,101.16,10.55,0.24,0.185,714,13 20 32.6,+17 24 17,200.13583333333332,17.404722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5885,5885,13 18.2,+11 49,2,173,2.0,2,328.14,72.98,0.296,-0.1562,0.2514,106.93,9.19,0.19,0.109,1582,13 20 41.1,+11 33 17,200.17125,11.554722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,5886,5886,13 18.2,+38 01,2,61,1.3,5,94.86,77.75,0.2135,0.2127,-0.0181,80.7,14.48,0.12,0.046,1320,13 20 28.1,+37 45 17,200.1170833333333,37.75472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5887,5887,13 18.3,+66 46,1,194,6.7,3,118.48,50.38,0.6779,0.5959,-0.3232,50.92,16.86,0.62,1.227,158,13 19 59.4,+66 30 17,199.99749999999997,66.50472222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,5888,5888,13 18.4,+29 26,1,113,2.7,3,52.19,83.22,0.1182,0.0934,0.0725,89.42,13.08,0.25,0.199,567,13 20 45.0,+29 10 18,200.18749999999997,29.171666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,5889,5889,13 18.4,+54 36,2,198,4.8,3,113.83,62.28,0.4792,0.4383,-0.1936,63.61,16.39,0.45,0.63,314,13 20 26.0,+54 20 18,200.10833333333332,54.33833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,5890,5890,13 18.4,+75 17,1,117,3.3,2,120.49,41.97,0.8139,0.7013,-0.413,42.01,16.75,0.31,0.298,393,13 19 32.6,+75 01 17,199.8858333333333,75.0213888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5891,5891,13 18.5,+33 16,2,163,2.3,5,77.48,81.35,0.1509,0.1473,0.0327,85.54,13.78,0.21,0.145,1127,13 20 48.9,+33 00 18,200.20374999999999,33.005
zwicky,VII/4A/zwicky,VII/4A/zwicky,5892,5892,13 18.6,+19 14,1,114,2.3,4,344.3,79.38,0.1851,-0.0501,0.1781,99.64,11.02,0.21,0.145,788,13 21 01.9,+18 58 18,200.25791666666663,18.971666666666664
zwicky,VII/4A/zwicky,VII/4A/zwicky,5893,5893,13 18.6,+34 10,2,81,1.0,4,81.63,80.72,0.1618,0.16,0.0236,84.63,13.95,0.09,0.027,2964,13 20 54.4,+33 54 18,200.22666666666663,33.905
zwicky,VII/4A/zwicky,VII/4A/zwicky,5894,5894,13 18.7,-00 41,1,195,3.8,2,318.47,61.02,0.5004,-0.3317,0.3746,119.15,6.06,0.35,0.395,494,13 21 16.1,-00 56 42,200.3170833333333,-0.9450000000000001
zwicky,VII/4A/zwicky,VII/4A/zwicky,5895,5895,13 18.7,+16 00,1,117,2.2,4,335.64,76.68,0.2319,-0.0956,0.2112,102.85,10.31,0.21,0.132,884,13 21 09.3,+15 44 18,200.28874999999996,15.738333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,5896,5896,13 18.7,+57 09,2,126,4.6,4,114.99,59.79,0.5212,0.4724,-0.2202,60.96,16.59,0.43,0.578,217,13 20 40.7,+56 53 18,200.16958333333332,56.888333333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,5897,5897,13 18.8,+45 43,2,152,5.8,4,107.06,70.75,0.3344,0.3196,-0.0981,72.81,15.62,0.54,0.919,165,13 20 58.5,+45 27 18,200.24374999999998,45.455000000000005
zwicky,VII/4A/zwicky,VII/4A/zwicky,5898,5898,13 18.9,+03 23,2,104,2.0,4,320.86,64.94,0.4338,-0.2739,0.3365,115.22,7.2,0.19,0.109,951,13 21 26.5,+03 07 18,200.36041666666662,3.1216666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5899,5899,13 18.9,+36 45,3,116,1.8,5,90.81,78.72,0.1966,0.1966,-0.0028,82.02,14.43,0.17,0.089,1310,13 21 10.8,+36 29 18,200.29499999999996,36.48833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,5900,5900,13 18.9,+47 15,3,55,0.7,5,108.53,69.3,0.3593,0.3406,-0.1142,71.23,15.81,0.07,0.013,4107,13 21 03.2,+46 59 18,200.26333333333332,46.98833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,5901,5901,13 18.9,+55 15,3,141,1.7,5,114.02,61.63,0.4902,0.4477,-0.1995,62.94,16.5,0.16,0.079,1785,13 20 55.0,+54 59 18,200.22916666666666,54.98833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,5902,5902,13 19.0,+03 46,1,96,2.3,4,321.16,65.31,0.4277,-0.2682,0.3331,114.85,7.32,0.21,0.145,664,13 21 32.3,+03 30 19,200.38458333333332,3.5052777777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,5903,5903,13 19.0,+37 36,2,105,5.3,2,93.15,78.01,0.2089,0.2086,-0.0115,81.15,14.58,0.49,0.768,136,13 21 16.2,+37 20 19,200.31749999999997,37.33861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5904,5904,13 19.0,+77 56,2,63,1.3,5,120.98,39.35,0.8555,0.7335,-0.4403,39.25,16.66,0.12,0.046,1364,13 19 48.8,+77 40 18,199.95333333333332,77.67166666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,5905,5905,13 19.4,+49 40,3,80,1.5,5,110.35,66.98,0.399,0.3741,-0.1388,68.74,16.13,0.14,0.061,1301,13 21 30.8,+49 24 19,200.3783333333333,49.405277777777776
zwicky,VII/4A/zwicky,VII/4A/zwicky,5906,5906,13 19.5,+19 45,3,169,1.8,5,347.01,79.64,0.1805,-0.0406,0.1759,99.17,11.34,0.17,0.089,1908,13 21 55.5,+19 29 19,200.48124999999996,19.488611111111112
zwicky,VII/4A/zwicky,VII/4A/zwicky,5907,5907,13 19.6,+31 35,1,411,16.2,1,66.98,82.14,0.1371,0.1262,0.0536,87.29,13.71,1.51,7.171,57,13 21 55.7,+31 19 20,200.4820833333333,31.322222222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,5908,5908,13 19.7,+64 50,3,128,3.2,4,117.68,52.25,0.647,0.573,-0.3005,52.94,16.98,0.3,0.28,457,13 21 27.1,+64 34 19,200.36291666666665,64.57194444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,5909,5909,13 20.0,+23 20,3,280,3.4,4,4.56,81.91,0.1412,0.0112,0.1407,95.62,12.22,0.32,0.316,886,13 22 23.8,+23 04 20,200.59916666666663,23.072222222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,5910,5910,13 20.0,+61 42,1,120,3.3,3,116.55,55.31,0.5962,0.5334,-0.2665,56.21,16.95,0.31,0.298,403,13 21 51.1,+61 26 20,200.46291666666662,61.43888888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,5911,5911,13 20.0,+62 15,3,82,1.8,5,116.75,54.77,0.6052,0.5404,-0.2724,55.63,16.97,0.17,0.089,926,13 21 50.1,+61 59 20,200.45874999999998,61.98888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5912,5912,13 20.0,+73 14,2,95,1.9,5,119.9,43.98,0.7818,0.6777,-0.3897,44.15,16.93,0.18,0.099,963,13 21 18.0,+72 58 19,200.325,72.97194444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,5913,5913,13 20.1,+58 58,1,144,6.0,2,115.44,57.98,0.5517,0.4982,-0.237,59.07,16.87,0.56,0.984,146,13 22 01.5,+58 42 20,200.50624999999997,58.705555555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,5914,5914,13 20.1,+63 18,1,75,2.0,5,117.1,53.74,0.6223,0.554,-0.2835,54.54,17.0,0.19,0.109,686,13 21 54.0,+63 02 20,200.47499999999997,63.038888888888884
zwicky,VII/4A/zwicky,VII/4A/zwicky,5915,5915,13 20.2,+15 23,2,134,2.4,3,335.67,75.97,0.2443,-0.1007,0.2226,103.54,10.51,0.22,0.157,851,13 22 39.4,+15 07 20,200.66416666666666,15.122222222222224
zwicky,VII/4A/zwicky,VII/4A/zwicky,5916,5916,13 20.3,+36 49,3,73,1.5,5,89.88,78.49,0.2005,0.2005,0.0004,81.99,14.72,0.14,0.061,1187,13 22 34.4,+36 33 21,200.64333333333332,36.55583333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,5917,5917,13 20.4,+11 21,2,155,4.6,3,329.19,72.34,0.307,-0.1573,0.2637,107.53,9.59,0.43,0.578,268,13 22 53.1,+11 05 21,200.72124999999997,11.089166666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,5918,5918,13 20.4,+31 55,3,144,1.1,5,68.41,81.82,0.1426,0.1326,0.0525,86.98,13.94,0.1,0.033,4355,13 22 43.3,+31 39 21,200.68041666666664,31.65583333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,5919,5919,13 20.4,+47 00,3,55,0.8,5,107.61,69.45,0.3567,0.34,-0.1079,71.51,16.04,0.07,0.017,3144,13 22 32.9,+46 44 21,200.63708333333332,46.73916666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,5920,5920,13 20.5,+29 45,3,75,0.9,5,53.62,82.7,0.1274,0.1025,0.0755,89.18,13.58,0.08,0.022,3388,13 22 50.5,+29 29 21,200.71041666666667,29.489166666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5921,5921,13 20.6,+58 25,3,89,1.6,5,115.08,58.5,0.5429,0.4917,-0.2302,59.65,16.91,0.15,0.07,1272,13 22 32.1,+58 09 21,200.63374999999996,58.155833333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,5922,5922,13 20.7,+26 11,2,173,1.6,5,25.04,82.82,0.1252,0.053,0.1134,92.79,12.95,0.15,0.07,2473,13 23 04.3,+25 55 21,200.76791666666662,25.9225
zwicky,VII/4A/zwicky,VII/4A/zwicky,5923,5923,13 20.9,+17 30,2,328,8.5,2,341.28,77.67,0.2148,-0.069,0.2035,101.48,11.16,0.79,1.974,166,13 23 20.4,+17 14 22,200.83499999999998,17.239444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,5924,5924,13 20.9,+17 50,3,62,0.6,5,342.2,77.94,0.2101,-0.0643,0.2001,101.15,11.24,0.06,0.01,6302,13 23 20.3,+17 34 22,200.8345833333333,17.572777777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,5925,5925,13 21.0,+17 24,3,77,0.8,5,341.1,77.57,0.2165,-0.0701,0.2048,101.59,11.16,0.07,0.017,4402,13 23 26.5,+17 08 22,200.86041666666662,17.139444444444443
zwicky,VII/4A/zwicky,VII/4A/zwicky,5926,5926,13 21.0,+29 04,1,112,2.8,5,48.18,82.76,0.1263,0.0941,0.0842,89.89,13.56,0.26,0.214,522,13 23 20.8,+28 48 22,200.83666666666664,28.80611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5927,5927,13 21.1,+19 58,3,158,1.8,5,349.36,79.55,0.1821,-0.0336,0.1789,99.04,11.76,0.17,0.089,1784,13 23 31.3,+19 42 22,200.88041666666663,19.70611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5928,5928,13 21.3,+48 43,2,64,1.3,5,108.81,67.79,0.3853,0.3647,-0.1242,69.76,16.35,0.12,0.046,1385,13 23 25.1,+48 27 22,200.8545833333333,48.45611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5929,5929,13 21.4,+13 58,1,278,8.0,1,333.97,74.59,0.2682,-0.1177,0.241,105.01,10.46,0.75,1.749,158,13 23 52.0,+13 42 22,200.96666666666664,13.70611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5930,5930,13 21.4,+21 40,3,203,2.9,4,356.86,80.67,0.1627,-0.0089,0.1624,97.35,12.19,0.27,0.23,883,13 23 48.5,+21 24 22,200.95208333333332,21.40611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5931,5931,13 21.5,+01 15,1,139,3.3,3,320.95,62.71,0.4717,-0.2972,0.3664,117.47,7.25,0.31,0.298,467,13 24 03.3,+00 59 22,201.01375,0.9894444444444443
zwicky,VII/4A/zwicky,VII/4A/zwicky,5932,5932,13 21.6,+32 06,3,104,1.1,5,68.57,81.51,0.148,0.1378,0.0541,86.84,14.22,0.1,0.033,3145,13 23 55.0,+31 50 23,200.97916666666663,31.83972222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5933,5933,13 21.7,-03 18,3,177,2.9,3,318.68,58.3,0.5462,-0.3607,0.4102,121.89,6.06,0.27,0.23,770,13 24 17.2,-03 33 37,201.07166666666663,-3.5602777777777774
zwicky,VII/4A/zwicky,VII/4A/zwicky,5934,5934,13 21.8,+16 50,2,83,1.3,5,340.35,77.0,0.2265,-0.0762,0.2133,102.19,11.22,0.12,0.046,1797,13 24 14.7,+16 34 23,201.06125,16.573055555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,5935,5935,13 21.8,+26 12,2,110,1.1,5,25.56,82.58,0.1293,0.0558,0.1167,92.82,13.2,0.1,0.033,3326,13 24 10.2,+25 56 23,201.0425,25.939722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,5936,5936,13 22.0,+24 33,2,189,6.5,2,13.82,82.06,0.1385,0.0331,0.1345,94.49,12.91,0.61,1.155,163,13 24 23.0,+24 17 23,201.0958333333333,24.289722222222224
zwicky,VII/4A/zwicky,VII/4A/zwicky,5937,5937,13 22.0,+37 50,3,69,1.2,4,91.49,77.48,0.2181,0.2181,-0.0057,81.0,15.2,0.11,0.039,1753,13 24 15.4,+37 34 23,201.06416666666667,37.573055555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,5938,5938,13 22.0,+41 45,3,128,1.5,5,99.93,74.14,0.2759,0.2717,-0.0476,76.97,15.73,0.14,0.061,2081,13 24 12.7,+41 29 23,201.05291666666665,41.48972222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5939,5939,13 22.1,+28 45,3,102,1.0,5,45.41,82.58,0.1295,0.0922,0.0909,90.26,13.74,0.09,0.027,3732,13 24 26.8,+28 29 23,201.11166666666665,28.489722222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,5940,5940,13 22.2,+06 00,2,122,2.0,5,324.74,67.19,0.3955,-0.2283,0.3229,112.89,8.68,0.19,0.109,1116,13 24 43.3,+05 44 24,201.18041666666664,5.74
zwicky,VII/4A/zwicky,VII/4A/zwicky,5941,5941,13 22.2,+50 28,2,72,1.2,5,109.9,66.08,0.4144,0.3897,-0.1411,67.95,16.65,0.11,0.039,1829,13 24 17.1,+50 12 23,201.07124999999996,50.20638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5942,5942,13 22.4,+47 37,3,97,1.7,5,107.33,68.76,0.3686,0.3519,-0.1098,70.92,16.43,0.16,0.079,1228,13 24 31.8,+47 21 24,201.1325,47.35666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,5943,5943,13 22.5,+49 51,2,144,4.1,4,109.29,66.65,0.4047,0.382,-0.1337,68.59,16.65,0.38,0.459,313,13 24 35.7,+49 35 24,201.14874999999998,49.59
zwicky,VII/4A/zwicky,VII/4A/zwicky,5944,5944,13 22.6,+60 44,3,80,1.8,4,115.63,56.18,0.5817,0.5244,-0.2516,57.23,17.24,0.17,0.089,903,13 24 27.5,+60 28 24,201.11458333333331,60.473333333333336
zwicky,VII/4A/zwicky,VII/4A/zwicky,5945,5945,13 22.7,+13 25,1,127,1.8,4,334.04,73.96,0.2791,-0.1222,0.251,105.62,10.64,0.17,0.089,1434,13 25 10.1,+13 09 24,201.2920833333333,13.156666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5946,5946,13 22.9,+04 35,3,30,0.3,5,324.0,65.8,0.4193,-0.2465,0.3392,114.31,8.48,0.03,0.002,12198,13 25 25.9,+04 19 25,201.35791666666663,4.323611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5947,5947,13 22.9,+56 15,1,93,1.7,4,113.42,60.52,0.5089,0.467,-0.2023,61.93,17.12,0.16,0.079,1177,13 24 52.2,+55 59 24,201.21749999999997,55.99
zwicky,VII/4A/zwicky,VII/4A/zwicky,5948,5948,13 23.1,+57 56,3,163,4.0,3,114.24,58.88,0.5364,0.4891,-0.2202,60.16,17.22,0.37,0.437,372,13 25 01.7,+57 40 25,201.25708333333333,57.67361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5949,5949,13 23.2,+52 56,2,118,1.5,5,111.34,63.69,0.4552,0.424,-0.1656,65.39,16.98,0.14,0.061,1919,13 25 14.1,+52 40 25,201.30874999999997,52.67361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5950,5950,13 23.2,+62 48,2,139,3.9,4,116.34,54.16,0.6154,0.5516,-0.273,55.07,17.34,0.36,0.416,334,13 24 59.4,+62 32 25,201.2475,62.540277777777774
zwicky,VII/4A/zwicky,VII/4A/zwicky,5951,5951,13 23.3,+19 07,2,53,1.1,5,348.34,78.58,0.199,-0.0402,0.1949,100.0,12.07,0.1,0.033,1602,13 25 43.5,+18 51 25,201.43124999999995,18.856944444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,5952,5952,13 23.4,+19 36,2,170,2.8,4,350.11,78.92,0.1932,-0.0332,0.1903,99.52,12.2,0.26,0.214,793,13 25 49.2,+19 20 25,201.45499999999998,19.340277777777775
zwicky,VII/4A/zwicky,VII/4A/zwicky,5953,5953,13 23.4,+28 47,1,64,1.7,5,45.34,82.29,0.1345,0.0956,0.0945,90.28,14.03,0.16,0.079,810,13 25 44.6,+28 31 25,201.4358333333333,28.52361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,5954,5954,13 23.4,+57 04,2,160,2.6,5,113.72,59.71,0.5225,0.4784,-0.2102,61.07,17.23,0.24,0.185,866,13 25 20.8,+56 48 25,201.33666666666664,56.80694444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,5955,5955,13 23.5,-00 05,2,71,2.1,4,321.19,61.3,0.4958,-0.3107,0.3863,118.89,7.37,0.2,0.121,589,13 26 03.9,-00 20 34,201.51624999999999,-0.34277777777777774
zwicky,VII/4A/zwicky,VII/4A/zwicky,5956,5956,13 23.5,+12 39,3,107,1.6,4,333.39,73.19,0.2924,-0.131,0.2614,106.43,10.64,0.15,0.07,1529,13 25 58.4,+12 23 26,201.49333333333328,12.390555555555554
zwicky,VII/4A/zwicky,VII/4A/zwicky,5957,5957,13 23.6,+09 49,3,44,0.7,4,329.52,70.62,0.3367,-0.1708,0.2901,109.23,9.98,0.07,0.013,3286,13 26 05.6,+09 33 26,201.5233333333333,9.557222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,5958,5958,13 23.6,+28 15,3,90,1.4,5,41.35,82.3,0.1342,0.0887,0.1007,90.83,13.98,0.13,0.054,1680,13 25 56.9,+27 59 26,201.4870833333333,27.990555555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,5959,5959,13 23.6,+29 42,2,135,2.2,4,51.88,82.06,0.1384,0.1089,0.0854,89.36,14.23,0.21,0.132,1020,13 25 56.1,+29 26 26,201.48375,29.440555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,5960,5960,13 23.7,+10 08,2,42,0.6,4,329.98,70.9,0.3319,-0.166,0.2873,108.93,10.08,0.06,0.01,4269,13 26 11.5,+09 52 26,201.54791666666665,9.873888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5961,5961,13 23.8,+48 44,3,62,1.4,5,107.8,67.63,0.388,0.3694,-0.1186,69.77,16.77,0.13,0.054,1157,13 25 54.3,+48 28 26,201.47624999999996,48.473888888888894
zwicky,VII/4A/zwicky,VII/4A/zwicky,5962,5962,13 23.9,+41 57,3,205,1.8,5,99.15,73.8,0.2818,0.2782,-0.0448,76.81,16.1,0.17,0.089,2315,13 26 06.1,+41 41 26,201.52541666666664,41.690555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,5963,5963,13 24.0,+04 09,2,49,0.8,5,324.29,65.3,0.4278,-0.2497,0.3474,114.81,8.63,0.07,0.017,2801,13 26 32.1,+03 53 26,201.63374999999996,3.8905555555555553
zwicky,VII/4A/zwicky,VII/4A/zwicky,5964,5964,13 24.0,+67 14,3,90,2.0,5,117.77,49.81,0.6871,0.608,-0.3201,50.42,17.41,0.19,0.109,823,13 25 36.6,+66 58 26,201.40249999999997,66.9738888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,5965,5965,13 24.1,+35 20,2,131,1.8,5,81.85,79.1,0.19,0.1881,0.0269,83.63,15.25,0.17,0.089,1479,13 26 22.6,+35 04 26,201.59416666666664,35.073888888888895
zwicky,VII/4A/zwicky,VII/4A/zwicky,5966,5966,13 24.3,+03 49,3,190,2.1,4,324.2,64.96,0.4336,-0.2536,0.3517,115.15,8.61,0.2,0.121,1576,13 26 50.2,+03 33 27,201.70916666666665,3.5574999999999997
zwicky,VII/4A/zwicky,VII/4A/zwicky,5967,5967,13 24.3,+21 36,2,197,4.5,3,359.06,80.1,0.1726,-0.0028,0.1726,97.57,12.83,0.42,0.553,356,13 26 42.2,+21 20 27,201.67583333333332,21.340833333333332
zwicky,VII/4A/zwicky,VII/4A/zwicky,5968,5968,13 24.4,+24 21,2,110,1.4,4,14.02,81.48,0.1486,0.036,0.1442,94.8,13.41,0.13,0.054,2053,13 26 46.8,+24 05 27,201.69499999999996,24.090833333333332
zwicky,VII/4A/zwicky,VII/4A/zwicky,5969,5969,13 24.4,+59 31,1,148,3.0,5,114.69,57.31,0.5628,0.5114,-0.2351,58.51,17.44,0.28,0.246,601,13 26 16.7,+59 15 27,201.56958333333333,59.2575
zwicky,VII/4A/zwicky,VII/4A/zwicky,5970,5970,13 24.5,+32 25,2,120,1.2,5,68.27,80.82,0.16,0.1486,0.0593,86.62,14.88,0.11,0.039,3049,13 26 48.4,+32 09 27,201.70166666666663,32.1575
zwicky,VII/4A/zwicky,VII/4A/zwicky,5971,5971,13 24.6,-02 22,2,66,2.1,3,320.48,59.02,0.5341,-0.3399,0.412,121.19,7.02,0.2,0.121,547,13 27 10.8,-02 37 33,201.79499999999996,-2.6258333333333335
zwicky,VII/4A/zwicky,VII/4A/zwicky,5972,5972,13 24.6,+02 29,2,70,0.9,5,323.39,63.67,0.4555,-0.2717,0.3657,116.47,8.33,0.08,0.022,3162,13 27 08.8,+02 13 27,201.78666666666663,2.2241666666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5973,5973,13 24.6,+26 02,1,285,6.3,3,25.27,81.94,0.1406,0.06,0.1272,93.11,13.78,0.59,1.085,262,13 26 57.9,+25 46 27,201.74124999999998,25.774166666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,5974,5974,13 24.6,+49 12,3,132,2.1,5,107.91,67.15,0.3962,0.377,-0.1219,69.3,16.93,0.2,0.121,1095,13 26 41.6,+48 56 27,201.6733333333333,48.94083333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,5975,5975,13 24.6,+53 14,2,85,2.2,4,111.09,63.34,0.4612,0.4303,-0.1659,65.09,17.21,0.21,0.132,642,13 26 37.3,+52 58 27,201.65541666666664,52.97416666666667
