catalog,vizier_source,vizier_table,recno,XLSSC,RAJ2000,DEJ2000,z,Ngal,Class,Mgas500kpc,E_Mgas500kpc,e_Mgas500kpc,r500MT,T300kpc,E_T300kpc,e_T300kpc,LXXL500MT,e_LXXL500MT,F60,e_F60,Flags,RA_deg,Dec_deg
xxl,IX/52/xxl365gc,IX/52/xxl365gc,268,632,354.207,-53.96,0.322,4,1,18.73,4.11,4.5,16959,1e+20,1e+20,1e+20,1e+20,1e+20,13,3,l,354.2070007324219,-53.959999084472656
xxl,IX/52/xxl365gc,IX/52/xxl365gc,269,639,354.262,-56.082,0.466,1,2,47.56,3.1,3.28,790,1.35,0.34,0.06,20.46,3.22,18,3,l,354.2619934082031,-56.082000732421875
xxl,IX/52/xxl365gc,IX/52/xxl365gc,270,638,354.365,-56.07,0.7,1,2,1e+20,1e+20,1e+20,16959,1e+20,1e+20,1e+20,1e+20,1e+20,7,3,,354.364990234375,-56.06999969482422
xxl,IX/52/xxl365gc,IX/52/xxl365gc,271,599,354.424,-53.136,0.315,3,1,32.53,2.62,2.84,543,1.48,0.2,0.14,10.77,1.55,24,3,l,354.42401123046875,-53.13600158691406
xxl,IX/52/xxl365gc,IX/52/xxl365gc,272,609,354.575,-55.66,0.465,2,2,57.72,3.53,3.79,16959,1e+20,1e+20,1e+20,1e+20,1e+20,23,3,l,354.57501220703125,-55.65999984741211
xxl,IX/52/xxl365gc,IX/52/xxl365gc,273,538,354.646,-54.623,0.332,4,1,46.85,2.87,3.21,638,2.01,0.29,0.26,13.71,1.6,34,3,+l,354.64599609375,-54.62300109863281
xxl,IX/52/xxl365gc,IX/52/xxl365gc,274,543,354.863,-55.843,0.384,3,1,60.63,1.87,2.41,663,2.27,0.45,0.31,12.78,1.7,34,4,+l,354.8630065917969,-55.84299850463867
xxl,IX/52/xxl365gc,IX/52/xxl365gc,275,631,354.969,-54.082,0.387,3,2,20.04,6.44,6.46,16959,1e+20,1e+20,1e+20,1e+20,1e+20,16,4,l,354.968994140625,-54.082000732421875
xxl,IX/52/xxl365gc,IX/52/xxl365gc,276,604,354.976,-56.254,0.381,1,1,20.39,5.03,5.76,589,1.83,0.35,0.32,8.04,1.31,14,3,lF,354.97601318359375,-56.25400161743164
xxl,IX/52/xxl365gc,IX/52/xxl365gc,277,600,355.112,-53.912,0.168,5,1,9.75,3.78,5.21,16959,1e+20,1e+20,1e+20,1e+20,1e+20,12,3,,355.11199951171875,-53.9119987487793
xxl,IX/52/xxl365gc,IX/52/xxl365gc,278,601,355.227,-55.715,0.169,4,2,12.87,2.05,2.31,751,1.02,0.13,0.1,2.27,0.31,22,4,l,355.22698974609375,-55.71500015258789
xxl,IX/52/xxl365gc,IX/52/xxl365gc,279,606,355.334,-56.066,0.425,2,2,21.4,7.19,8.38,1346,3.42,0.73,0.71,10.45,2.06,12,3,,355.3340148925781,-56.066001892089844
xxl,IX/52/xxl365gc,IX/52/xxl365gc,280,541,355.431,-55.965,0.187,11,1,52.82,2.16,1.99,771,2.47,0.22,0.29,14.68,1.33,68,4,+l,355.4309997558594,-55.96500015258789
xxl,IX/52/xxl365gc,IX/52/xxl365gc,281,551,355.444,-56.675,0.475,4,1,70.39,4.42,4.73,16959,1e+20,1e+20,1e+20,1e+20,1e+20,47,6,l,355.4440002441406,-56.67499923706055
xxl,IX/52/xxl365gc,IX/52/xxl365gc,282,508,355.465,-53.145,0.539,2,2,92.78,4.79,4.68,1132,2.71,0.47,0.4,51.31,6.12,98,5,+l,355.4649963378906,-53.14500045776367
xxl,IX/52/xxl365gc,IX/52/xxl365gc,283,605,355.533,-56.327,0.414,6,2,1e+20,1e+20,1e+20,1467,3.96,0.81,1.03,6.44,1.35,8,8,,355.5329895019531,-56.32699966430664
xxl,IX/52/xxl365gc,IX/52/xxl365gc,284,633,355.593,-54.242,0.192,9,2,3.28,2.63,1.12,879,1.37,0.25,0.2,3.02,0.58,16,3,l,355.5929870605469,-54.242000579833984
xxl,IX/52/xxl365gc,IX/52/xxl365gc,285,540,355.632,-56.353,0.414,9,1,67.88,4.37,4.65,731,2.79,0.43,0.34,50.69,4.35,65,4,+l,355.6319885253906,-56.35300064086914
xxl,IX/52/xxl365gc,IX/52/xxl365gc,286,563,355.686,-53.254,0.319,2,2,13.43,10.09,8.17,1020,1.94,0.41,0.31,9.91,2.06,16,4,l,355.6860046386719,-53.25400161743164
xxl,IX/52/xxl365gc,IX/52/xxl365gc,287,634,355.691,-54.185,1.075,11,2,153.14,10.97,10.23,1234,4.56,0.9,0.75,623.11,100.83,48,6,l,355.6910095214844,-54.185001373291016
xxl,IX/52/xxl365gc,IX/52/xxl365gc,288,539,355.797,-55.881,0.183,10,1,27.13,2.16,2.26,510,1.17,0.09,0.11,6.53,0.76,38,4,+*l,355.7969970703125,-55.88100051879883
xxl,IX/52/xxl365gc,IX/52/xxl365gc,289,607,356.201,-56.288,0.605,1,2,70.73,3.43,3.5,1188,3.09,0.62,0.63,37.89,5.46,23,3,l,356.20098876953125,-56.28799819946289
xxl,IX/52/xxl365gc,IX/52/xxl365gc,290,568,356.363,-54.716,0.133,1,2,5.2,3.1,3.58,1331,2.79,0.19,0.2,3.26,0.22,16,4,l,356.3630065917969,-54.715999603271484
xxl,IX/52/xxl365gc,IX/52/xxl365gc,291,509,356.461,-54.044,0.633,12,1,84.13,4.29,4.43,656,2.87,0.46,0.47,73.24,9.42,37,4,+l,356.46099853515625,-54.04399871826172
xxl,IX/52/xxl365gc,IX/52/xxl365gc,292,602,356.771,-55.629,0.391,5,2,1e+20,1e+20,1e+20,16959,1e+20,1e+20,1e+20,1e+20,1e+20,5,10,,356.77099609375,-55.62900161743164
xxl,IX/52/xxl365gc,IX/52/xxl365gc,293,566,357.008,-53.656,0.634,1,2,1e+20,1e+20,1e+20,16959,1e+20,1e+20,1e+20,1e+20,1e+20,7,6,F,357.00799560546875,-53.65599822998047
xxl,IX/52/xxl365gc,IX/52/xxl365gc,294,603,357.025,-56.021,0.427,3,1,84.11,3.8,4.49,686,2.52,0.54,0.41,37.95,6.52,15,5,l,357.0249938964844,-56.020999908447266
xxl,IX/52/xxl365gc,IX/52/xxl365gc,295,564,357.079,-53.395,0.981,1,2,79.52,10.86,15.49,1085,3.41,0.79,0.73,83.7,15.03,9,3,F,357.0790100097656,-53.39500045776367
xxl,IX/52/xxl365gc,IX/52/xxl365gc,296,567,357.222,-53.823,0.254,5,1,28.33,2.79,4.13,659,1.98,0.27,0.29,4.54,0.79,14,3,lF,357.22198486328125,-53.823001861572266
xxl,IX/52/xxl365gc,IX/52/xxl365gc,297,565,357.339,-53.506,0.168,3,2,13.14,1.94,2.38,16959,1e+20,1e+20,1e+20,1e+20,1e+20,21,3,lF,357.3389892578125,-53.50600051879883
xxl,IX/52/xxl365gc,IX/52/xxl365gc,298,637,357.38,-55.496,0.541,2,2,1e+20,1e+20,1e+20,1695,5.6,1.38,1.15,22.94,4.22,10,4,,357.3800048828125,-55.49599838256836
xxl,IX/52/xxl365gc,IX/52/xxl365gc,299,569,357.455,-55.115,0.131,2,2,1.68,0.72,0.46,584,0.63,0.1,0.07,1.03,0.14,15,3,l,357.4549865722656,-55.1150016784668
xxl,IX/52/xxl365gc,IX/52/xxl365gc,300,510,357.539,-55.334,0.394,2,1,41.55,3.3,3.54,653,2.23,0.31,0.26,26.06,2.33,39,3,+l,357.53900146484375,-55.33399963378906
xxl,IX/52/xxl365gc,IX/52/xxl365gc,301,570,357.679,-55.345,0.13,3,2,1e+20,1e+20,1e+20,1021,1.73,0.28,0.22,2.35,0.33,10,4,,357.6789855957031,-55.345001220703125
xxl,IX/52/xxl365gc,IX/52/xxl365gc,302,511,357.753,-55.371,0.131,4,1,23.37,1.36,1.4,580,1.41,0.16,0.19,3.1,0.43,35,3,+l,357.75299072265625,-55.37099838256836
