catalog,vizier_source,vizier_table,recno,Name,RAJ2000,DEJ2000,Sep,Photz,E_Photz,e_Photz,Rich,e_Rich,RA_deg,Dec_deg
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,444,MOO J0357+0928,03 57 08.08,+09 28 45.1,7,1.06,0.07,0.07,24,5,59.28366666666666,9.479194444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,445,MOO J0357-1925,03 57 23.82,-19 25 22.0,9,1.09,0.06,0.06,33,6,59.34924999999999,-19.422777777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,446,MOO J0357-1450,03 57 56.42,-14 50 12.1,15,0.98,0.07,0.07,28,6,59.48508333333333,-14.836694444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,447,MOO J0357+0523,03 57 55.77,+05 23 08.2,15,0.96,0.08,0.09,14,5,59.482375,5.385611111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,448,MOO J0358-0018,03 58 01.47,-00 18 08.8,6,1.01,0.05,0.05,53,7,59.50612499999999,-0.3024444444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,449,MOO J0358+0349,03 58 18.12,+03 49 25.8,28,0.96,0.08,0.09,36,6,59.5755,3.823833333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,450,MOO J0358+1658,03 58 41.95,+16 58 45.3,9,1.08,0.04,0.05,36,6,59.67479166666666,16.979249999999997
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,451,MOO J0400-1512,04 00 11.12,-15 12 36.7,20,1.33,0.05,0.08,29,5,60.04633333333332,-15.210194444444443
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,452,MOO J0400-1915,04 00 36.25,-19 15 49.1,19,1.23,0.08,0.1,18,4,60.15104166666666,-19.263638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,453,MOO J0401-1432,04 01 16.74,-14 32 18.9,9,1.13,0.09,0.08,27,5,60.31974999999999,-14.538583333333332
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,454,MOO J0405-2511,04 05 44.86,-25 11 45.7,28,0.85,0.08,0.06,35,6,61.43691666666666,-25.19602777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,455,MOO J0405-2511,04 05 44.86,-25 11 45.7,28,0.85,0.08,0.06,35,6,61.43691666666666,-25.19602777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,456,MOO J0405-2511,04 05 44.86,-25 11 45.7,28,0.85,0.08,0.06,35,6,61.43691666666666,-25.19602777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,457,MOO J0408-2622,04 08 53.25,-26 22 05.8,26,1.1,0.09,0.08,29,5,62.221875,-26.368277777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,458,MOO J0409-0731,04 09 11.21,-07 30 48.7,12,0.97,0.04,0.04,29,6,62.29670833333333,-7.513527777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,459,MOO J0409-0731,04 09 11.21,-07 30 48.7,12,0.97,0.04,0.04,29,6,62.29670833333333,-7.513527777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,460,MOO J0411+1552,04 11 21.09,+15 52 06.4,12,1.08,0.08,0.09,29,5,62.837875,15.868444444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,461,MOO J0412-2118,04 12 14.19,-21 18 27.3,23,0.94,0.07,0.07,35,6,63.059125,-21.307583333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,462,MOO J0412-2118,04 12 14.19,-21 18 27.3,23,0.94,0.07,0.07,35,6,63.059125,-21.307583333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,463,MOO J0412-1227,04 12 53.82,-12 27 52.3,11,1.16,0.09,0.08,19,4,63.22424999999999,-12.464527777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,464,MOO J0413-0538,04 13 39.83,-05 38 58.7,26,1.19,0.07,0.07,35,6,63.41595833333333,-5.649638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,465,MOO J0413-1325,04 13 49.92,-13 25 12.3,40,1.19,0.1,0.09,19,4,63.458,-13.420083333333332
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,466,MOO J0414-2758,04 14 15.83,-27 57 55.4,38,0.98,0.07,0.06,30,6,63.56595833333332,-27.96538888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,467,MOO J0414+1343,04 14 23.79,+13 43 46.9,24,1.03,0.08,0.07,31,6,63.599125,13.729694444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,468,MOO J0414+1343,04 14 23.79,+13 43 46.9,24,1.03,0.08,0.07,31,6,63.599125,13.729694444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,469,MOO J0414+1343,04 14 23.79,+13 43 46.9,24,1.03,0.08,0.07,31,6,63.599125,13.729694444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,470,MOO J0418+0612,04 18 36.81,+06 12 31.9,11,1.26,0.06,0.09,36,6,64.653375,6.208861111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,471,MOO J0419+0543,04 19 20.87,+05 43 30.9,8,1.17,0.08,0.06,35,6,64.83695833333333,5.72525
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,472,MOO J0419+0543,04 19 20.87,+05 43 30.9,8,1.17,0.08,0.06,35,6,64.83695833333333,5.72525
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,473,MOO J0422+0459,04 22 10.02,+04 58 46.7,20,1.05,0.09,0.09,28,5,65.54175,4.979638888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,474,MOO J0422-0628,04 22 17.75,-06 28 22.7,21,1.06,0.06,0.06,30,6,65.57395833333331,-6.472972222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,475,MOO J0423+0555,04 23 30.08,+05 55 47.9,14,0.96,0.07,0.08,29,6,65.87533333333333,5.929972222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,476,MOO J0423+0555,04 23 30.08,+05 55 47.9,14,0.96,0.07,0.08,29,6,65.87533333333333,5.929972222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,477,MOO J0424+0422,04 24 08.89,+04 22 33.5,43,0.93,0.07,0.07,22,5,66.03704166666667,4.375972222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,478,MOO J0425+1137,04 25 32.92,+11 37 00.2,34,1.08,0.1,0.1,14,4,66.38716666666667,11.616722222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,479,MOO J0425+1137,04 25 32.92,+11 37 00.2,34,1.08,0.1,0.1,14,4,66.38716666666667,11.616722222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,480,MOO J0426-1643,04 26 04.84,-16 43 01.9,6,0.98,0.08,0.08,21,5,66.52016666666667,-16.71719444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,481,MOO J0426-2102,04 26 21.72,-21 02 10.2,33,1.1,0.07,0.06,40,6,66.59049999999999,-21.03616666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,482,MOO J0426-2410,04 26 22.06,-24 10 08.8,13,0.94,0.09,0.08,23,5,66.59191666666666,-24.16911111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,483,MOO J0426-2410,04 26 22.06,-24 10 08.8,13,0.94,0.09,0.08,23,5,66.59191666666666,-24.16911111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,484,MOO J0434-2052,04 34 42.43,-20 52 51.9,46,1e+20,1e+20,1e+20,16959,63,68.67679166666666,-20.881083333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,485,MOO J0434-2052,04 34 42.43,-20 52 51.9,46,1e+20,1e+20,1e+20,16959,63,68.67679166666666,-20.881083333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,486,MOO J0437-2449,04 37 11.34,-24 49 50.2,16,1.01,0.06,0.06,40,6,69.29724999999999,-24.83061111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,487,MOO J0443-2518,04 43 37.09,-25 18 38.0,11,1.06,0.07,0.07,38,6,70.90454166666666,-25.31055555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,488,MOO J0443-2335,04 43 55.19,-23 35 41.6,11,0.83,0.11,0.08,15,5,70.97995833333333,-23.59488888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,489,MOO J0444-2440,04 44 09.41,-24 40 35.6,24,1.27,0.05,0.07,35,6,71.03920833333332,-24.67655555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,490,MOO J0445-1350,04 45 52.96,-13 50 29.2,18,0.97,0.12,0.12,15,4,71.47066666666665,-13.841444444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,491,MOO J0448-1705,04 48 29.08,-17 05 00.8,13,0.96,0.04,0.05,79,9,72.12116666666665,-17.083555555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,492,MOO J0448-1705,04 48 29.08,-17 05 00.8,13,0.96,0.04,0.05,79,9,72.12116666666665,-17.083555555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,493,MOO J0454-0604,04 54 15.55,-06 03 40.6,52,1e+20,1e+20,1e+20,16959,63,73.56479166666666,-6.061277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,494,MOO J0459-0945,04 59 48.83,-09 44 43.2,37,0.93,0.1,0.1,10,4,74.95345833333333,-9.745333333333331
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,495,MOO J0459-0945,04 59 48.83,-09 44 43.2,37,0.93,0.1,0.1,10,4,74.95345833333333,-9.745333333333331
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,496,MOO J0459-0945,04 59 48.83,-09 44 43.2,37,0.93,0.1,0.1,10,4,74.95345833333333,-9.745333333333331
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,497,MOO J0459-0945,04 59 48.83,-09 44 43.2,37,0.93,0.1,0.1,10,4,74.95345833333333,-9.745333333333331
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,498,MOO J0509-2836,05 09 46.65,-28 36 23.5,23,1.19,0.1,0.09,27,5,77.444375,-28.606527777777774
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,499,MOO J0510-1551,05 10 27.64,-15 51 35.1,3,1.05,0.06,0.06,37,6,77.61516666666665,-15.85975
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,500,MOO J0511-1016,05 11 06.17,-10 16 10.8,14,1.14,0.09,0.07,35,6,77.77570833333333,-10.269666666666668
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,501,MOO J0512-1816,05 12 12.55,-18 16 38.5,14,0.86,0.11,0.07,7,5,78.05229166666666,-18.27736111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,502,MOO J0512-1816,05 12 12.55,-18 16 38.5,14,0.86,0.11,0.07,7,5,78.05229166666666,-18.27736111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,503,MOO J0520-2139,05 20 15.99,-21 39 34.0,15,1.06,0.07,0.06,40,6,80.06662499999999,-21.659444444444443
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,504,MOO J0520-2139,05 20 15.99,-21 39 34.0,15,1.06,0.07,0.06,40,6,80.06662499999999,-21.659444444444443
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,505,MOO J0520-2139,05 20 15.99,-21 39 34.0,15,1.06,0.07,0.06,40,6,80.06662499999999,-21.659444444444443
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,506,MOO J0528-2624,05 28 44.26,-26 24 02.4,3,0.99,0.08,0.07,30,6,82.18441666666666,-26.400666666666663
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,507,MOO J0529-1708,05 29 47.24,-17 08 49.9,15,1.12,0.07,0.07,36,6,82.44683333333332,-17.147194444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,508,MOO J0536-2640,05 36 41.29,-26 41 54.0,59,1e+20,1e+20,1e+20,16959,63,84.17204166666666,-26.69833333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,509,MOO J0537-2108,05 37 32.86,-21 08 24.5,18,1.05,0.06,0.06,22,5,84.38691666666666,-21.140138888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,510,MOO J0538-2326,05 38 36.15,-23 26 04.2,13,0.89,0.08,0.06,22,6,84.65062499999999,-23.4345
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,511,MOO J0543-2515,05 43 20.66,-25 15 09.6,13,1.47,0.16,0.08,17,4,85.83608333333332,-25.252666666666663
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,512,MOO J0646+7137,06 46 34.77,+71 37 25.2,24,0.88,0.07,0.06,40,6,101.64487499999998,71.62366666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,513,MOO J0706+7701,07 06 49.02,+77 01 16.6,13,1.01,0.05,0.06,40,6,106.70425,77.02127777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,514,MOO J0715+6631,07 15 55.80,+66 31 30.3,24,1.05,0.05,0.05,24,5,108.9825,66.52508333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,515,MOO J0725+6321,07 25 44.88,+63 21 38.1,6,1.13,0.04,0.04,33,6,111.437,63.36058333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,516,MOO J0733+4315,07 33 29.72,+43 15 25.6,23,1.48,0.07,0.05,30,5,113.37383333333332,43.25711111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,517,MOO J0735+4943,07 35 25.94,+49 43 13.9,9,1.57,0.18,0.09,27,5,113.85808333333333,49.72052777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,518,MOO J0742+4646,07 42 03.63,+46 46 04.4,26,1.19,0.11,0.11,16,4,115.51512499999998,46.76788888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,519,MOO J0743+4909,07 43 08.03,+49 09 09.5,10,1.08,0.07,0.08,20,4,115.78345833333331,49.15263888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,520,MOO J0744+4624,07 44 29.82,+46 24 42.0,18,1.33,0.05,0.05,30,5,116.12424999999998,46.41166666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,521,MOO J0744+6018,07 44 47.52,+60 18 12.5,30,1.23,0.07,0.1,40,6,116.198,60.30347222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,522,MOO J0748+3122,07 48 39.35,+31 23 15.9,22,0.89,0.08,0.07,22,5,117.16395833333333,31.38775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,523,MOO J0748+3122,07 48 39.35,+31 23 15.9,22,0.89,0.08,0.07,22,5,117.16395833333333,31.38775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,524,MOO J0749+7702,07 49 20.35,+77 02 45.1,7,0.99,0.11,0.1,22,5,117.33479166666665,77.04586111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,525,MOO J0752+6102,07 52 15.50,+61 02 13.5,28,1.33,0.07,0.08,16,4,118.06458333333332,61.03708333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,526,MOO J0755+6400,07 55 34.00,+64 00 52.3,15,1.16,0.08,0.07,29,5,118.89166666666664,64.01452777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,527,MOO J0755+5119,07 55 42.56,+51 19 44.6,7,1.02,0.06,0.06,28,5,118.92733333333332,51.32905555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,528,MOO J0755+5941,07 55 43.87,+59 40 47.2,46,1e+20,1e+20,1e+20,16959,63,118.93279166666666,59.67977777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,529,MOO J0755+5941,07 55 43.87,+59 40 47.2,46,1e+20,1e+20,1e+20,16959,63,118.93279166666666,59.67977777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,530,MOO J0801+3631,08 01 43.36,+36 30 58.1,17,0.89,0.04,0.04,36,6,120.43066666666668,36.51613888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,531,MOO J0803+4053,08 03 16.36,+40 53 33.6,14,1.12,0.1,0.09,28,5,120.81816666666668,40.89266666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,532,MOO J0803+5430,08 03 20.17,+54 30 48.7,18,0.9,0.09,0.07,18,5,120.83404166666666,54.513527777777774
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,533,MOO J0807+3732,08 07 38.08,+37 32 29.8,36,0.91,0.05,0.04,41,7,121.90866666666666,37.54161111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,534,MOO J0808+3810,08 08 19.92,+38 09 57.8,29,1.32,0.05,0.07,35,6,122.08299999999998,38.16605555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,535,MOO J0809+7326,08 09 37.46,+73 26 17.6,9,0.98,0.08,0.07,25,5,122.40608333333331,73.43822222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,536,MOO J0811+5627,08 11 07.94,+56 27 31.2,6,1.1,0.09,0.08,31,6,122.78308333333332,56.45866666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,537,MOO J0812+5406,08 12 00.16,+54 06 06.2,26,1.09,0.09,0.09,21,5,123.00066666666665,54.10172222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,538,MOO J0813+3914,08 13 28.77,+39 15 05.2,27,0.99,0.06,0.05,35,6,123.369875,39.251444444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,539,MOO J0813+3914,08 13 28.77,+39 15 05.2,27,0.99,0.06,0.05,35,6,123.369875,39.251444444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,540,MOO J0815+4952,08 15 19.75,+49 53 25.4,42,1.09,0.14,0.12,29,6,123.83229166666663,49.890388888888886
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,541,MOO J0815+4952,08 15 19.75,+49 53 25.4,42,1.09,0.14,0.12,29,6,123.83229166666663,49.890388888888886
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,542,MOO J0817+4844,08 17 07.79,+48 44 17.7,16,1.39,0.05,0.05,35,6,124.28245833333332,48.73825
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,543,MOO J0820+3632,08 20 25.64,+36 31 58.2,4,1.39,0.04,0.04,35,6,125.10683333333331,36.53283333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,544,MOO J0820+3258,08 20 47.56,+32 59 17.5,46,1e+20,1e+20,1e+20,16959,63,125.19816666666668,32.988194444444446
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,545,MOO J0821+2759,08 21 55.22,+27 59 22.5,16,1.08,0.1,0.1,19,5,125.48008333333333,27.989583333333336
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,546,MOO J0821+2759,08 21 55.22,+27 59 22.5,16,1.08,0.1,0.1,19,5,125.48008333333333,27.989583333333336
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,547,MOO J0824+6611,08 24 50.81,+66 10 54.8,14,0.99,0.05,0.04,41,7,126.21170833333332,66.18188888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,548,MOO J0825+5611,08 25 07.16,+56 11 52.0,25,0.9,0.09,0.07,30,6,126.2798333333333,56.19777777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,549,MOO J0827+4103,08 27 58.61,+41 03 23.5,17,1.5,0.27,0.07,26,5,126.9942083333333,41.056527777777774
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,550,MOO J0828+6956,08 28 08.80,+69 56 27.8,20,0.99,0.06,0.05,36,6,127.03666666666663,69.94105555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,551,MOO J0829+2654,08 29 10.81,+26 54 04.4,48,1e+20,1e+20,1e+20,16959,63,127.29504166666663,26.90122222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,552,MOO J0829+5614,08 29 45.81,+56 13 52.6,35,1.03,0.08,0.07,28,5,127.44087499999996,56.23127777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,553,MOO J0830+1542,08 30 48.21,+15 42 26.9,17,1.35,0.05,0.05,23,5,127.700875,15.707472222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,554,MOO J0831+5838,08 31 31.28,+58 38 59.4,18,0.99,0.11,0.1,22,5,127.88033333333333,58.64983333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,555,MOO J0833+2729,08 33 19.75,+27 29 45.2,13,1.23,0.06,0.08,33,6,128.33229166666666,27.49588888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,556,MOO J0834+2043,08 33 58.93,+20 43 23.2,23,1.13,0.09,0.08,20,5,128.49554166666667,20.72311111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,557,MOO J0835+2704,08 35 46.45,+27 04 43.7,9,0.91,0.05,0.04,27,6,128.94354166666668,27.078805555555554
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,558,MOO J0835+2541,08 35 53.73,+25 41 05.3,38,0.88,0.07,0.06,36,6,128.973875,25.68480555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,559,MOO J0835+2541,08 35 53.73,+25 41 05.3,38,0.88,0.07,0.06,36,6,128.973875,25.68480555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,560,MOO J0840+3117,08 40 01.00,+31 17 46.6,15,1.12,0.11,0.11,18,5,130.00416666666663,31.296277777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,561,MOO J0840+2838,08 40 04.98,+28 38 35.0,35,0.96,0.08,0.09,37,6,130.02074999999996,28.64305555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,562,MOO J0841+1515,08 41 56.88,+15 15 53.2,16,1.14,0.11,0.09,23,5,130.487,15.264777777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,563,MOO J0842+2247,08 42 43.70,+22 47 26.5,8,0.88,0.09,0.08,18,5,130.68208333333328,22.790694444444448
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,564,MOO J0842+2247,08 42 43.70,+22 47 26.5,8,0.88,0.09,0.08,18,5,130.68208333333328,22.790694444444448
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,565,MOO J0846+2651,08 46 12.48,+26 51 32.3,13,1.28,0.06,0.08,25,5,131.552,26.858972222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,566,MOO J0846+3128,08 46 20.13,+31 28 16.2,7,1.03,0.06,0.05,43,7,131.583875,31.471166666666665
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,567,MOO J0846+3128,08 46 20.13,+31 28 16.2,7,1.03,0.06,0.05,43,7,131.583875,31.471166666666665
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,568,MOO J0846+1504,08 46 36.35,+15 04 31.7,10,0.8,0.06,0.09,26,6,131.65145833333335,15.075472222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,569,MOO J0847+4145,08 47 15.82,+41 45 06.1,7,1.03,0.07,0.06,40,6,131.81591666666665,41.751694444444446
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,570,MOO J0847+4145,08 47 15.82,+41 45 06.1,7,1.03,0.07,0.06,40,6,131.81591666666665,41.751694444444446
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,571,MOO J0848+3140,08 48 16.01,+31 40 36.2,3,1.17,0.11,0.09,22,5,132.0667083333333,31.676722222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,572,MOO J0850+4240,08 50 03.30,+42 41 12.1,45,1e+20,1e+20,1e+20,16959,63,132.51375,42.68669444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,573,MOO J0850+4240,08 50 03.30,+42 41 12.1,45,1e+20,1e+20,1e+20,16959,63,132.51375,42.68669444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,574,MOO J0852+2031,08 52 21.41,+20 31 52.2,13,1.35,0.07,0.07,25,5,133.08920833333332,20.531166666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,575,MOO J0854+0704,08 54 26.45,+07 04 35.5,20,1.13,0.09,0.08,24,5,133.61020833333333,7.076527777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,576,MOO J0854+4032,08 54 59.76,+40 32 47.9,12,1.27,0.08,0.11,19,4,133.749,40.546638888888886
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,577,MOO J0856+0539,08 56 23.75,+05 38 59.5,11,1.19,0.09,0.08,25,5,134.09895833333331,5.649861111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,578,MOO J0856+0539,08 56 23.75,+05 38 59.5,11,1.19,0.09,0.08,25,5,134.09895833333331,5.649861111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,579,MOO J0857+7142,08 57 49.56,+71 42 03.6,6,1.28,0.05,0.07,33,6,134.45649999999998,71.70100000000001
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,580,MOO J0858+0025,08 58 57.68,+00 24 56.4,3,1.34,0.05,0.04,27,5,134.74033333333333,0.4156666666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,581,MOO J0900-0158,09 00 39.48,-01 58 48.6,25,1.06,0.05,0.05,37,6,135.16449999999998,-1.9801666666666669
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,582,MOO J0900+0407,09 00 44.35,+04 07 46.6,10,0.84,0.07,0.05,13,5,135.18479166666663,4.129611111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,583,MOO J0901+3341,09 01 08.27,+33 41 33.8,24,1.02,0.08,0.07,26,5,135.2844583333333,33.692722222222216
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,584,MOO J0901+4744,09 01 17.16,+47 45 19.9,40,0.96,0.06,0.07,25,5,135.3215,47.75552777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,585,MOO J0901+4744,09 01 17.16,+47 45 19.9,40,0.96,0.06,0.07,25,5,135.3215,47.75552777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,586,MOO J0902+2328,09 02 26.56,+23 28 28.9,8,1.28,0.06,0.08,23,5,135.61066666666665,23.47469444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,587,MOO J0903+2411,09 03 35.28,+24 11 12.7,6,1.33,0.06,0.06,35,6,135.897,24.18686111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,588,MOO J0903+1310,09 03 48.34,+13 10 24.9,3,1.26,0.05,0.08,29,5,135.95141666666666,13.173583333333331
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,589,MOO J0904+4742,09 04 02.98,+47 41 56.3,5,1.27,0.07,0.1,22,5,136.01241666666664,47.69897222222222
