catalog,vizier_source,vizier_table,recno,Name,RAJ2000,DEJ2000,Sep,Photz,E_Photz,e_Photz,Rich,e_Rich,RA_deg,Dec_deg
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,44,MOO J0025-2031,00 25 08.09,-20 31 28.7,3,0.94,0.06,0.06,25,5,6.283708333333333,-20.524638888888887
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,45,MOO J0025-2031,00 25 08.09,-20 31 28.7,3,0.94,0.06,0.06,25,5,6.283708333333333,-20.524638888888887
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,46,MOO J0025-2031,00 25 08.09,-20 31 28.7,3,0.94,0.06,0.06,25,5,6.283708333333333,-20.524638888888887
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,47,MOO J0028-1005,00 28 08.35,-10 05 45.9,18,0.97,0.03,0.03,57,8,7.034791666666666,-10.096083333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,48,MOO J0028-2230,00 28 15.53,-22 30 11.8,9,0.96,0.04,0.05,23,5,7.064708333333333,-22.50327777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,49,MOO J0028-2230,00 28 15.53,-22 30 11.8,9,0.96,0.04,0.05,23,5,7.064708333333333,-22.50327777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,50,MOO J0029+2657,00 29 49.77,+26 57 49.0,7,1.14,0.07,0.05,48,7,7.457374999999999,26.96361111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,51,MOO J0029-1758,00 29 52.59,-17 58 33.9,6,1.05,0.05,0.05,31,6,7.469124999999999,-17.97608333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,52,MOO J0030+2337,00 30 07.42,+23 37 39.9,18,0.93,0.06,0.06,21,5,7.530916666666665,23.62775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,53,MOO J0030+2337,00 30 07.42,+23 37 39.9,18,0.93,0.06,0.06,21,5,7.530916666666665,23.62775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,54,MOO J0031-1742,00 31 20.78,-17 42 51.7,14,1.06,0.07,0.07,28,6,7.836583333333333,-17.71436111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,55,MOO J0031+2711,00 31 30.41,+27 10 35.4,58,1e+20,1e+20,1e+20,16959,63,7.876708333333334,27.1765
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,56,MOO J0032-1433,00 32 48.87,-14 33 03.6,28,1.08,0.12,0.12,30,6,8.203624999999999,-14.551
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,57,MOO J0032-1433,00 32 48.87,-14 33 03.6,28,1.08,0.12,0.12,30,6,8.203624999999999,-14.551
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,58,MOO J0034-2505,00 34 19.06,-25 04 49.9,49,1e+20,1e+20,1e+20,16959,63,8.579416666666667,-25.080527777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,59,MOO J0034-0500,00 34 44.04,-05 00 56.8,42,1.45,0.08,0.07,35,6,8.683499999999999,-5.015777777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,60,MOO J0035+2358,00 35 02.98,+23 58 15.2,8,0.96,0.05,0.07,42,7,8.762416666666667,23.970888888888886
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,61,MOO J0035+3409,00 35 54.59,+34 09 23.5,4,1.23,0.05,0.07,23,5,8.977458333333333,34.156527777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,62,MOO J0035-2113,00 35 57.36,-21 13 13.1,18,0.79,0.05,0.09,25,6,8.988999999999999,-21.220305555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,63,MOO J0037+1455,00 37 18.24,+14 55 58.0,6,1.06,0.11,0.1,16,4,9.326,14.932777777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,64,MOO J0037+3306,00 37 47.63,+33 06 58.5,17,1.06,0.04,0.03,53,7,9.448458333333331,33.11625
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,65,MOO J0038-1044,00 38 14.51,-10 44 28.8,16,1.08,0.06,0.07,42,7,9.560458333333331,-10.741333333333332
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,66,MOO J0038+2741,00 38 17.88,+27 41 21.2,8,1.03,0.08,0.07,24,5,9.5745,27.689222222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,67,MOO J0038-1915,00 38 58.17,-19 14 55.6,8,1.42,0.1,0.09,16,4,9.742375,-19.24877777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,68,MOO J0038-1915,00 38 58.17,-19 14 55.6,8,1.42,0.1,0.09,16,4,9.742375,-19.24877777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,69,MOO J0041+1407,00 41 01.75,+14 08 12.3,24,0.86,0.11,0.07,9,4,10.257291666666664,14.13675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,70,MOO J0041+1407,00 41 01.75,+14 08 12.3,24,0.86,0.11,0.07,9,4,10.257291666666664,14.13675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,71,MOO J0041+1407,00 41 01.75,+14 08 12.3,24,0.86,0.11,0.07,9,4,10.257291666666664,14.13675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,72,MOO J0041+1407,00 41 01.75,+14 08 12.3,24,0.86,0.11,0.07,9,4,10.257291666666664,14.13675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,73,MOO J0042+0854,00 42 20.75,+08 54 03.5,22,0.97,0.09,0.1,31,6,10.586458333333333,8.900972222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,74,MOO J0042+0854,00 42 20.75,+08 54 03.5,22,0.97,0.09,0.1,31,6,10.586458333333333,8.900972222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,75,MOO J0045-1312,00 45 11.96,-13 12 37.6,10,0.98,0.07,0.06,27,5,11.299833333333332,-13.210444444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,76,MOO J0045-1312,00 45 11.96,-13 12 37.6,10,0.98,0.07,0.06,27,5,11.299833333333332,-13.210444444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,77,MOO J0046-2444,00 46 13.25,-24 45 44.4,56,1e+20,1e+20,1e+20,16959,63,11.555208333333333,-24.76233333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,78,MOO J0046-2945,00 46 21.57,-29 45 47.7,9,0.99,0.06,0.05,47,7,11.589875,-29.76325
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,79,MOO J0047-2445,00 47 11.85,-24 45 41.8,6,1.27,0.07,0.1,28,5,11.799375,-24.76161111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,80,MOO J0047-0254,00 47 43.78,-02 54 10.3,16,1.16,0.07,0.06,42,6,11.932416666666663,-2.902861111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,81,MOO J0047-0254,00 47 43.78,-02 54 10.3,16,1.16,0.07,0.06,42,6,11.932416666666663,-2.902861111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,82,MOO J0048+1757,00 48 35.62,+17 57 10.2,31,0.82,0.06,0.05,58,8,12.148416666666666,17.952833333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,83,MOO J0049+2623,00 49 25.39,+26 23 16.4,1,1.27,0.05,0.07,30,5,12.355791666666663,26.387888888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,84,MOO J0049+1520,00 49 45.94,+15 20 09.9,8,1.23,0.08,0.1,17,4,12.441416666666663,15.336083333333336
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,85,MOO J0050-0545,00 50 49.06,-05 45 09.9,12,1.09,0.1,0.09,17,5,12.704416666666663,-5.75275
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,86,MOO J0050-0545,00 50 49.06,-05 45 09.9,12,1.09,0.1,0.09,17,5,12.704416666666663,-5.75275
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,87,MOO J0053-2219,00 53 22.65,-22 19 27.8,10,1.02,0.06,0.06,35,6,13.344374999999998,-22.32438888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,88,MOO J0053+1847,00 53 25.98,+18 47 39.7,14,1.19,0.08,0.08,25,5,13.358249999999998,18.79436111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,89,MOO J0053+2521,00 53 40.24,+25 20 44.9,22,0.83,0.07,0.05,26,5,13.417666666666664,25.345805555555557
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,90,MOO J0054+2959,00 54 13.99,+29 59 51.0,11,0.96,0.06,0.07,57,8,13.558291666666666,29.9975
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,91,MOO J0056+2048,00 56 07.94,+20 48 48.2,7,1.1,0.07,0.06,42,6,14.033083333333332,20.81338888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,92,MOO J0056+3202,00 56 25.35,+32 02 18.5,16,0.98,0.04,0.04,42,7,14.105624999999998,32.03847222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,93,MOO J0057+3225,00 57 05.34,+32 25 21.1,17,1.32,0.05,0.07,18,4,14.272249999999996,32.42252777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,94,MOO J0058-1335,00 58 01.90,-13 35 48.3,11,1.05,0.08,0.08,34,6,14.507916666666665,-13.59675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,95,MOO J0058-1335,00 58 01.90,-13 35 48.3,11,1.05,0.08,0.08,34,6,14.507916666666665,-13.59675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,96,MOO J0058-1335,00 58 01.90,-13 35 48.3,11,1.05,0.08,0.08,34,6,14.507916666666665,-13.59675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,97,MOO J0058-1335,00 58 01.90,-13 35 48.3,11,1.05,0.08,0.08,34,6,14.507916666666665,-13.59675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,98,MOO J0058-1335,00 58 01.90,-13 35 48.3,11,1.05,0.08,0.08,34,6,14.507916666666665,-13.59675
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,99,MOO J0059+0808,00 59 52.75,+08 08 36.2,12,1.38,0.07,0.07,16,4,14.969791666666664,8.143388888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,100,MOO J0059+0808,00 59 52.75,+08 08 36.2,12,1.38,0.07,0.07,16,4,14.969791666666664,8.143388888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,101,MOO J0100-2112,01 00 39.00,-21 12 57.0,8,1.21,0.11,0.12,24,5,15.162499999999996,-21.21583333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,102,MOO J0100-0151,01 00 58.94,-01 50 49.5,11,1.1,0.06,0.05,36,6,15.245583333333332,-1.8470833333333332
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,103,MOO J0101+2721,01 01 06.88,+27 21 56.4,15,1.48,0.11,0.07,17,4,15.278666666666664,27.36566666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,104,MOO J0101+2721,01 01 06.88,+27 21 56.4,15,1.48,0.11,0.07,17,4,15.278666666666664,27.36566666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,105,MOO J0101+0030,01 01 41.54,+00 30 27.1,8,0.97,0.06,0.07,42,7,15.423083333333333,0.5075277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,106,MOO J0101+0030,01 01 41.54,+00 30 27.1,8,0.97,0.06,0.07,42,7,15.423083333333333,0.5075277777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,107,MOO J0102-1937,01 02 37.99,-19 38 11.8,24,1.19,0.08,0.07,24,5,15.658291666666669,-19.63661111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,108,MOO J0102+0201,01 02 39.06,+02 01 18.5,6,1.17,0.1,0.08,20,5,15.66275,2.0218055555555554
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,109,MOO J0102-1341,01 02 54.59,-13 41 27.6,27,1.02,0.11,0.1,10,4,15.727458333333336,-13.691
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,110,MOO J0103+2624,01 03 16.33,+26 24 28.8,16,0.97,0.06,0.07,31,6,15.818041666666664,26.408
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,111,MOO J0103+2624,01 03 16.33,+26 24 28.8,16,0.97,0.06,0.07,31,6,15.818041666666664,26.408
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,112,MOO J0103+2624,01 03 16.33,+26 24 28.8,16,0.97,0.06,0.07,31,6,15.818041666666664,26.408
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,113,MOO J0105+1324,01 05 30.45,+13 24 01.9,12,1.13,0.04,0.04,87,9,16.376874999999995,13.400527777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,114,MOO J0105-1839,01 05 50.54,-18 39 57.0,43,0.91,0.07,0.06,65,8,16.460583333333332,-18.66583333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,115,MOO J0106+2414,01 06 14.86,+24 14 09.7,16,1.1,0.07,0.06,25,5,16.561916666666665,24.236027777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,116,MOO J0106-1510,01 06 27.17,-15 10 55.8,3,1.49,0.18,0.07,30,5,16.613208333333333,-15.182166666666664
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,117,MOO J0106-2114,01 06 35.57,-21 15 33.2,44,1.05,0.06,0.07,29,5,16.648208333333333,-21.25922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,118,MOO J0106-2114,01 06 35.57,-21 15 33.2,44,1.05,0.06,0.07,29,5,16.648208333333333,-21.25922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,119,MOO J0106-2114,01 06 35.57,-21 15 33.2,44,1.05,0.06,0.07,29,5,16.648208333333333,-21.25922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,120,MOO J0106-2114,01 06 35.57,-21 15 33.2,44,1.05,0.06,0.07,29,5,16.648208333333333,-21.25922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,121,MOO J0106-2114,01 06 35.57,-21 15 33.2,44,1.05,0.06,0.07,29,5,16.648208333333333,-21.25922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,122,MOO J0106-2114,01 06 35.57,-21 15 33.2,44,1.05,0.06,0.07,29,5,16.648208333333333,-21.25922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,123,MOO J0109+1550,01 09 29.59,+15 50 16.7,15,0.96,0.07,0.08,27,6,17.373291666666663,15.837972222222223
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,124,MOO J0109+3030,01 09 34.93,+30 30 00.7,33,0.8,0.04,0.03,39,6,17.395541666666663,30.50019444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,125,MOO J0109-1634,01 09 44.04,-16 33 28.2,48,1e+20,1e+20,1e+20,16959,63,17.433499999999995,-16.557833333333335
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,126,MOO J0110-1521,01 10 42.89,-15 21 35.1,48,1e+20,1e+20,1e+20,16959,63,17.67870833333333,-15.35975
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,127,MOO J0110-1521,01 10 42.89,-15 21 35.1,48,1e+20,1e+20,1e+20,16959,63,17.67870833333333,-15.35975
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,128,MOO J0110+0057,01 10 58.77,+00 57 29.6,27,0.91,0.1,0.08,28,6,17.744874999999997,0.9582222222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,129,MOO J0111+0909,01 11 06.67,+09 09 17.5,4,1.41,0.06,0.06,21,4,17.777791666666662,9.154861111111112
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,130,MOO J0111+0909,01 11 06.67,+09 09 17.5,4,1.41,0.06,0.06,21,4,17.777791666666662,9.154861111111112
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,131,MOO J0113+1305,01 13 50.87,+13 05 57.6,35,1.37,0.04,0.04,35,6,18.46195833333333,13.099333333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,132,MOO J0114-2310,01 14 07.12,-23 10 40.8,4,1.06,0.06,0.05,23,5,18.529666666666667,-23.178
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,133,MOO J0114-0237,01 14 30.53,-02 37 10.5,24,0.91,0.06,0.05,32,6,18.62720833333333,-2.6195833333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,134,MOO J0114-0237,01 14 30.53,-02 37 10.5,24,0.91,0.06,0.05,32,6,18.62720833333333,-2.6195833333333334
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,135,MOO J0114-1805,01 14 50.74,-18 05 00.6,27,1.1,0.07,0.06,31,6,18.711416666666665,-18.0835
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,136,MOO J0114-1805,01 14 50.74,-18 05 00.6,27,1.1,0.07,0.06,31,6,18.711416666666665,-18.0835
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,137,MOO J0116-1153,01 16 27.99,-11 53 52.0,7,1.27,0.06,0.09,29,5,19.116625,-11.897777777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,138,MOO J0116-1153,01 16 27.99,-11 53 52.0,7,1.27,0.06,0.09,29,5,19.116625,-11.897777777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,139,MOO J0118-2714,01 18 13.12,-27 14 22.2,21,1.29,0.06,0.07,33,6,19.554666666666662,-27.2395
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,140,MOO J0118-2714,01 18 13.12,-27 14 22.2,21,1.29,0.06,0.07,33,6,19.554666666666662,-27.2395
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,141,MOO J0119-0509,01 19 25.18,-05 09 14.1,29,0.89,0.06,0.05,41,7,19.854916666666664,-5.153916666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,142,MOO J0119+2854,01 19 51.41,+28 54 07.8,51,1e+20,1e+20,1e+20,16959,63,19.96420833333333,28.902166666666663
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,143,MOO J0119+2854,01 19 51.41,+28 54 07.8,51,1e+20,1e+20,1e+20,16959,63,19.96420833333333,28.902166666666663
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,144,MOO J0120+3337,01 20 50.26,+33 37 59.4,43,1.29,0.05,0.06,32,6,20.209416666666662,33.63316666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,145,MOO J0120+3337,01 20 50.26,+33 37 59.4,43,1.29,0.05,0.06,32,6,20.209416666666662,33.63316666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,146,MOO J0121-0145,01 21 52.90,-01 45 57.2,21,0.98,0.07,0.07,37,6,20.470416666666665,-1.7658888888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,147,MOO J0121-0145,01 21 52.90,-01 45 57.2,21,0.98,0.07,0.07,37,6,20.470416666666665,-1.7658888888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,148,MOO J0122-1238,01 22 00.55,-12 38 17.6,18,1.31,0.04,0.06,32,5,20.502291666666665,-12.638222222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,149,MOO J0122-1337,01 22 28.76,-13 37 38.0,6,1.28,0.06,0.09,18,4,20.61983333333333,-13.627222222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,150,MOO J0123+2545,01 23 49.22,+25 45 47.5,23,1.19,0.06,0.05,41,6,20.95508333333333,25.763194444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,151,MOO J0123+2545,01 23 49.22,+25 45 47.5,23,1.19,0.06,0.05,41,6,20.95508333333333,25.763194444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,152,MOO J0124+0253,01 24 11.11,+02 52 12.8,56,1e+20,1e+20,1e+20,16959,63,21.04629166666666,2.8702222222222225
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,153,MOO J0124+0356,01 24 13.13,+03 56 38.5,4,1.31,0.05,0.07,31,5,21.054708333333327,3.944027777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,154,MOO J0124+0121,01 24 13.37,+01 20 28.6,52,1e+20,1e+20,1e+20,16959,63,21.055708333333328,1.3412777777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,155,MOO J0124+1410,01 24 36.35,+14 10 18.4,24,0.9,0.14,0.11,0,4,21.15145833333333,14.171777777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,156,MOO J0124+0725,01 24 50.64,+07 25 21.2,17,1.09,0.1,0.1,27,5,21.210999999999995,7.422555555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,157,MOO J0125-0802,01 25 18.13,-08 02 25.5,7,1.03,0.03,0.02,65,8,21.325541666666663,-8.040416666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,158,MOO J0125+1344,01 25 22.14,+13 44 24.1,37,1.24,0.06,0.07,51,7,21.34225,13.740027777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,159,MOO J0125+1344,01 25 22.14,+13 44 24.1,37,1.24,0.06,0.07,51,7,21.34225,13.740027777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,160,MOO J0127-2759,01 27 26.19,-27 59 59.0,53,1e+20,1e+20,1e+20,16959,63,21.859124999999995,-27.999722222222225
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,161,MOO J0127+3241,01 27 47.91,+32 41 08.2,21,1.06,0.06,0.05,20,5,21.949624999999997,32.68561111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,162,MOO J0127+3241,01 27 47.91,+32 41 08.2,21,1.06,0.06,0.05,20,5,21.949624999999997,32.68561111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,163,MOO J0128-1149,01 28 41.56,-11 48 49.1,15,0.99,0.06,0.05,27,5,22.173166666666663,-11.813638888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,164,MOO J0128-2912,01 28 56.33,-29 12 21.5,8,0.97,0.07,0.08,28,6,22.23470833333333,-29.205972222222226
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,165,MOO J0129-1640,01 29 11.43,-16 41 02.8,17,1.05,0.04,0.05,49,7,22.297625,-16.68411111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,166,MOO J0129-1759,01 29 26.45,-17 59 40.7,14,1.01,0.06,0.06,37,6,22.360208333333333,-17.99463888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,167,MOO J0129-1759,01 29 26.45,-17 59 40.7,14,1.01,0.06,0.06,37,6,22.360208333333333,-17.99463888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,168,MOO J0130-2356,01 30 13.55,-23 56 31.7,12,1.02,0.09,0.09,10,4,22.55645833333333,-23.942138888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,169,MOO J0130+0922,01 30 35.67,+09 22 32.3,32,1.08,0.06,0.07,35,6,22.648625,9.37563888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,170,MOO J0130+0335,01 30 56.91,+03 36 15.8,35,1.29,0.05,0.06,44,6,22.737125,3.604388888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,171,MOO J0131+1937,01 31 12.92,+19 38 08.3,14,0.99,0.09,0.08,22,5,22.80383333333333,19.635638888888888
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,172,MOO J0132+0329,01 31 58.71,+03 29 02.5,39,1.14,0.08,0.06,35,6,22.994625,3.484027777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,173,MOO J0132+1058,01 32 32.47,+10 57 42.0,30,0.94,0.06,0.06,46,7,23.135291666666664,10.961666666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,174,MOO J0133-1057,01 33 55.15,-10 57 52.4,30,0.94,0.06,0.05,66,8,23.479791666666664,-10.964555555555554
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,175,MOO J0134-0844,01 34 01.06,-08 45 13.9,39,0.81,0.08,0.06,23,6,23.504416666666664,-8.753861111111112
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,176,MOO J0134-0844,01 34 01.06,-08 45 13.9,39,0.81,0.08,0.06,23,6,23.504416666666664,-8.753861111111112
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,177,MOO J0134+1540,01 34 59.57,+15 40 52.3,22,0.99,0.06,0.05,50,7,23.74820833333333,15.681194444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,178,MOO J0135-0628,01 35 01.81,-06 29 21.7,27,1.01,0.07,0.07,41,7,23.757541666666665,-6.489361111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,179,MOO J0135+3207,01 35 04.31,+32 07 27.2,8,1.46,0.07,0.06,39,6,23.767958333333333,32.12422222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,180,MOO J0135-2743,01 35 51.95,-27 43 53.6,20,1.24,0.07,0.08,29,5,23.96645833333333,-27.73155555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,181,MOO J0136-0959,01 36 06.79,-09 58 55.6,47,1e+20,1e+20,1e+20,16959,63,24.028291666666664,-9.982111111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,182,MOO J0136-0959,01 36 06.79,-09 58 55.6,47,1e+20,1e+20,1e+20,16959,63,24.028291666666664,-9.982111111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,183,MOO J0137+3312,01 37 01.49,+33 13 14.6,21,1.01,0.09,0.1,18,5,24.256208333333333,33.22072222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,184,MOO J0137+2734,01 37 25.99,+27 33 51.2,20,1.16,0.12,0.11,19,4,24.358291666666663,27.564222222222224
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,185,MOO J0138-2123,01 38 00.18,-21 23 12.1,6,0.98,0.06,0.06,23,5,24.50075,-21.386694444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,186,MOO J0138-0004,01 38 56.66,-00 04 41.1,40,0.76,0.07,0.06,24,6,24.73608333333333,-0.0780833333333333
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,187,MOO J0139-1953,01 39 03.76,-19 53 57.2,28,1.01,0.06,0.06,35,6,24.76566666666666,-19.89922222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,188,MOO J0140+3642,01 40 53.85,+36 42 27.6,9,1.1,0.08,0.07,31,6,25.224374999999995,36.70766666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,189,MOO J0141-1614,01 41 28.51,-16 14 37.8,12,1.12,0.09,0.09,20,5,25.368791666666663,-16.243833333333335
